,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Exp_w200
0,0.7769091811024269,0.7126900222546214,0.7111785989641338,0.7346215629126684,0.7884404108669382,0.8203810507719431,0.8270962595152771,1.119292132226826
1,1.0983903945137439,0.9986290635876542,1.0332030480256646,1.0083649473051035,1.00686907739277,1.013587448330696,1.0264039456941427,1.0571254326180477
2,0.4415718249790258,0.49685226268221006,0.5625480014563392,0.6647391203117735,0.8168149275404853,0.8871915443143139,0.7836572884936485,1.181190288172434
3,1.1996797834156383,0.9935560613567457,0.9995956228183218,0.9819363221440223,0.9673270264689495,0.9562168035374217,0.9878895623969264,1.164833616016013
4,1.4178093925778414,1.1595373547836256,1.1706214109193318,1.1106293072211164,1.055048739924094,1.0550872276720134,1.09944405727202,1.126704697013442
5,0.7665473283958194,0.8066171063441061,0.8492346725399419,0.8914981604974469,0.8999336133971068,0.9044031181589363,0.8754352668941308,1.0104113288613532
6,0.6880724619391403,0.7076304336344761,0.7297521770157139,0.7686492228511687,0.8563660258144958,0.8864371870107303,0.8346640945788173,0.9849290855228
7,0.5897449309715913,0.4539502500035137,0.488195384811207,0.4626278410049303,0.4443417559391925,0.44128537240096527,0.5017736184250339,0.5336111072645725
8,1.290731198443486,1.1098585370676068,1.0937645187708078,1.0389102131490473,0.9954543234094341,0.9942061512608216,1.0224181593040107,1.008979412998667
9,0.9699403570001159,0.9026188749250176,0.9392413068178761,0.9731326873957677,1.030720894916115,1.03856804578474,0.970560774555278,1.0071677472460785
10,1.1431648422115943,1.061753812337531,1.0432773222017449,1.004820976286845,0.9747093321859454,0.9712491265129207,1.0312915604191346,1.0055706227080854
11,1.0849675137242198,0.9836842377699935,0.9941154972062894,1.0103156096609704,1.001812689062198,1.0136256299873272,1.0442894235983815,1.072012665703776
12,1.2562424293378007,0.9880217708027456,1.0106377504792299,0.9743781834946562,0.9320398479994785,0.9243185871220017,0.9781035013519126,1.0154999368267212
13,1.130039206191274,0.9235480747151288,0.9585496850977953,0.9539783469039845,0.9447956053261635,0.9414720646956929,1.0180548727849053,1.0570984842740705
14,0.7856681148520481,0.8289196167139923,0.8448984003004865,0.8577540640956156,0.8621571906302131,0.8538532018231638,0.8453559478588681,0.9759407589333704
15,0.9570376887408651,0.7977677792236597,0.8248991469296887,0.8292976545696191,0.8618074248664755,0.8883965839050655,0.9331850784210391,1.0030369552738088
16,0.8311057733495052,0.8071270189341048,0.8339376603894634,0.8760873908881304,0.8901992559705649,0.8847196592378812,0.8931152755552079,0.9824381097175576
17,1.120259891541083,0.9453154485977215,0.9705119402385165,0.9738904852410444,0.9743019257432158,0.9631675396860722,0.979585096429052,1.0087660247412926
18,1.0492516089320774,0.9439703260499139,0.9537905827268212,0.9404669106081066,0.9145542629708204,0.9351014186892268,0.995029982468208,1.114926571350554
19,1.245669759515187,0.984508274759117,0.9726999320347313,0.9362673016147741,0.9135350788948738,0.8974859051298123,0.9437270495708664,0.9707773142503442
20,1.1734676764672825,1.1669191259906544,1.1494025797959075,1.0930250368638865,1.0532460273474156,1.0547975870978257,1.0854780568878042,1.1367206151679596
21,1.2666837789854484,1.1231018389293908,1.1153212211719272,1.132317682578457,1.0999443899347334,1.1088102397798216,1.132197493473227,1.146325132559734
22,1.1063456785936598,1.0993315526214702,1.102797487516364,1.0618576913209294,1.0153194074313794,1.019102165165213,1.0446620155721256,1.0702005959477563
23,1.2511810357038007,0.9543052495024322,0.9216992969233996,0.8675387968344318,0.8315321137225812,0.8179185835794491,0.8460674033720827,0.9474082370613972
24,1.0794608548871711,1.0113041544512014,1.016331239022863,1.0152045489173005,0.986467893373954,0.964375184304126,1.0181219624625466,1.081355639976038
25,0.6482998820885169,0.4829338495621109,0.5061101487937917,0.4767868030258042,0.45918966383279064,0.4561841701584813,0.5233258927365229,0.6251848945127589
26,0.8407946937532456,0.6373501555485254,0.6356546829902526,0.5956840379102604,0.5815530479269695,0.5732247185843976,0.6511960210442589,0.7396298082893771
27,0.7058586763266056,0.7490057401437932,0.7711480285483191,0.7992777592270851,0.818081879626053,0.7984345698577017,0.7792922619805396,0.9851800226788626
28,0.7286948907261273,0.7127213424769047,0.7418607281895025,0.7633441867238605,0.7504245463342732,0.7526814807793262,0.81856508955544,0.9029143658585504
29,0.9569249920306209,0.6819990083934184,0.7096234657771501,0.6676978825107873,0.6388642546599779,0.6372060423911095,0.681065923367164,0.7880555970272263
30,1.364171680505633,1.057344098224208,1.0445086977339366,0.9914021988303456,0.9541894170280992,0.9399292590882113,0.9952983510542666,0.9895996165626006
31,1.4047355976792002,1.1838906145332189,1.115661975528596,1.0793704145561511,1.03893811571777,1.031894603708847,1.0524902667418956,1.136227374676839
32,0.5046430383118784,0.5903288463268278,0.6448285823633871,0.705722181762091,0.7370119378610877,0.714696001567535,0.6925803852638113,0.8278867637910163
33,1.2002913265004038,1.1196593798028411,1.1281457161545276,1.1184184586998143,1.0760450640088888,1.0716148727118273,1.0774155362397952,1.075408080596229
34,0.6594926770691392,0.675999279719437,0.7159086800839465,0.7576698302421705,0.7685338417469623,0.7617920902237061,0.7378104243933135,0.8242080826269756
35,0.9380277060537103,0.7632005282802843,0.7776747419218789,0.7538562154917237,0.7441428236470308,0.7371640936607219,0.7969414535359709,1.059704900888148
36,0.6068267511130043,0.722497458240993,0.8170177545611982,0.9310072384501372,1.0469272939172027,1.02832061682468,0.916801193261886,1.1902481769665665
37,1.1690712196809032,0.9240487311570251,0.9075393493766609,0.8724840354143946,0.848397407217434,0.8452169237318751,0.8950694202631766,0.9051962060978652
38,1.2101640928490007,1.041777470483778,0.992688796912959,0.9416628196984296,0.9063071774943784,0.9004302116968952,0.9472663892480124,0.9766732958722716
39,1.1372510057992997,1.0627921685540003,1.064249440701907,1.0483712034925625,0.9867218268003684,0.9906851532098531,1.0109692258918146,1.0401451359028326
40,1.242104651846277,1.072308001178222,1.0303450797214155,1.015765378695274,1.0132620674540347,1.0055514423620617,1.0314786958279467,1.1031850295502728
41,1.0388787631252285,0.9089063545451995,0.8773110831305525,0.8823540813471078,0.8765887189742112,0.8549032399345111,0.9095461031629938,0.9805409423173902
42,0.6915135606642541,0.6728206127712735,0.690611526426693,0.7072485765956087,0.7097198874635704,0.726217125090699,0.7689803044827822,0.841626107927358
43,0.7120097618935469,0.8167423600467469,0.8792565184648664,0.926019773296525,0.9590304505682725,0.9641882827591925,0.8874015822343666,0.9728577890640504
44,1.0907743589534975,0.6544347083020873,0.6222267962721274,0.5606401021655005,0.5287846900743756,0.5199662964748712,0.63663437433311,0.6296775728447394
45,0.9900593712090204,0.9238428453728474,0.9240580655311157,0.9150285266945589,0.9090745404806932,0.9053467966834053,1.0245239504874788,1.059097091233059
46,1.0423905339773314,0.9448504024837486,0.940635648507041,0.968463912902477,0.9547773351535148,0.9682641007863833,0.9833704282374316,1.0681278535600167
47,1.2728840262048318,1.1097479493413824,1.0772544916323086,1.0393879207494285,1.0018995411058942,0.9808303650433167,1.0258233611035208,1.0186446908699056
48,0.9678025072631262,0.5945419630611031,0.6414615459876605,0.590852524322044,0.5613947520313123,0.5578830196714024,0.6230509665391251,0.7583902914974086
49,1.1142571327969375,1.0190348102446662,1.0436633245163032,1.0623138413962805,1.0279186638278246,1.0246194535853923,1.0113961030305791,1.1110798709491154
50,1.0047518978516108,0.9264258632520348,0.9266796986655753,0.9543849787052863,0.9772475789723979,0.9992325609227242,1.0450297708684255,1.0810445739098182
51,1.2018095577066743,1.0921667499105288,1.1016059817538382,1.0892806362159821,1.057115672577278,1.0387124651502213,1.0853813932246694,1.1715185001708526
52,1.1814001818113298,0.9824772078219478,0.9745822414814076,0.9307775246699431,0.9066040652926699,0.8820607876693538,0.927964396498125,0.9287030548046508
53,0.9499352418456071,0.8828118559548315,0.8958127386574041,0.9423015868557009,0.9907685978750921,0.9706137043454645,0.9432252667522836,1.0862820799841213
54,1.0431211567112322,0.892011622080836,0.9142345754098208,0.9343370158349913,0.9292376491273807,0.9249966690464826,1.0130138439188203,1.097068835747247
55,1.0548510605436419,1.069724176379054,1.0686950424100428,1.075614218437446,1.055087599313194,1.0194038984715161,1.0959606084666966,1.0519336997578963
56,0.8973176194421334,0.9195739755617709,0.9366568119002758,0.9542424200650071,0.9636196755386044,0.9539076042382131,0.9930939948169402,1.156887259526612
57,1.1343445896824604,0.8234895907923199,0.812836483434199,0.7664120120503018,0.7402955645189455,0.7317361822720562,0.8042106062829366,0.9070099904101642
58,1.0668767353443929,0.8730522376983996,0.8830216540275274,0.854669487032023,0.8220908338980888,0.8067154954745609,0.857508940498768,0.9401593760720928
59,0.965935502889913,0.6921097352241817,0.7294768538238732,0.6876242339607025,0.6566419301677577,0.6590884099473113,0.704957226795345,0.8085147867592599
60,1.2825746575827106,1.0747890339588304,1.0425474759350708,0.9911906327512304,0.9748232934613598,0.9674226977669317,1.020818047111153,0.9946449611308544
61,1.020791623722802,0.9693578201154316,0.9849084550879804,1.0149560976181906,1.036693372000792,1.018093463760915,1.027613563520963,1.002918151264209
62,0.9333627890671078,0.8619154803397597,0.8574683434271182,0.8599300785661114,0.8383342121643448,0.8424123323661568,0.8956097146647705,0.8997387087333689
63,0.7628643326805392,0.8205639430493971,0.8530501050993078,0.8732663326708167,0.8811760933365524,0.907812681815514,0.9255583007598008,1.246975833552649
64,0.6112150676942685,0.6740129437052353,0.7369100265858161,0.8148645308584035,0.8855128857429964,0.8691531434061824,0.801753768259951,1.0572204291953158
65,0.7988803611454952,0.6002656696081886,0.6300762388930996,0.5960027014170094,0.5717767346839987,0.5713894231599435,0.6283941297616944,0.6845362048130808
66,0.34842437430713824,0.40542762054162773,0.44570816398179836,0.4985768909507827,0.5427713020853367,0.570088861812384,0.5809546211398268,0.6740576974854533
67,1.2043764214793902,1.0080863466576593,0.9864022181097448,0.9463442804476696,0.9187912332893224,0.904864543906133,0.9528115113647876,0.9593966363344736
68,1.2905975020643186,1.085961032641669,1.0857410768646465,1.0405114402611324,1.0095093693159976,0.9990428618920983,1.0704301977251325,1.085956759529363
69,0.39606108377979,0.4471752253586172,0.48490984844349627,0.5367314124552743,0.570909103385349,0.5633649086559295,0.6422594965218434,0.7328702896288282
70,0.9895425591608394,0.8567175414010465,0.8519497974370323,0.8265810631003514,0.8078668952922408,0.7929334626102961,0.8451819259801973,0.8914053205480041
71,0.7888391146450039,0.830674142546011,0.845254698039589,0.856242805678774,0.8579179866166358,0.8487654748408755,0.8625324681023492,0.9628166088518142
72,1.2351206570393356,1.1094507733411438,1.0770325849788154,1.0405712295075538,1.0133827092991772,1.0065105447499316,1.074225423967754,1.0578215231092922
73,0.9006233636537498,0.6983996076785158,0.7273507188146694,0.6902818919459267,0.6633167805519206,0.6633172671964398,0.720505557107653,0.759517129339439
74,1.2140069159538545,1.1003150782935691,1.0956438365549406,1.0846344682378388,1.0357778327476244,1.033670448360595,1.119240569234171,1.1072325908826448
75,1.1622907124533326,0.9501185881573527,0.9498942347433998,0.9020581027016746,0.8744380582375332,0.8635425334530078,0.9362864635342654,0.9057059281510916
