,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Linear_w200,Linear_wAll
135,0.9557549768079721,0.9510830452207255,0.953285070195502,0.953737656618398,0.9544147889862308,0.9558214503555812,1.0163462380743349,1.3162704132948668
136,1.0286569499151375,1.0218617630761941,1.0217162694876485,1.0227763135774521,1.024355460741626,1.024485362111332,1.084262848459694,1.5211872969710722
137,0.9336390357493703,0.9304550769676032,0.9276890703783585,0.9284232472863417,0.9309358895506922,0.9310156776716607,1.01591484261889,1.3561938064602963
138,0.949701693536116,0.9480100115159286,0.9432925534772083,0.9401178540871924,0.941338143278906,0.9405561412324196,0.9953338373475576,1.5395859724538388
139,1.0000094173681129,0.9965796007558527,0.9964624098802773,0.9980604485012454,0.9954217021174453,0.9947609257557716,1.058273694040175,1.3423951125912132
140,0.9302797300342693,0.932693314267622,0.928053226274558,0.9247793791667528,0.9253162552279659,0.9254828389402872,0.97081710594503,1.4256204810128597
141,0.6839980953001189,0.6769946576341949,0.6782145881381635,0.6804037299640587,0.680651489333847,0.6818939641064033,0.7746061879792921,1.0066688245382798
142,0.8925149348711421,0.8917720000632637,0.8929994829670813,0.8965003297029788,0.8968584011277543,0.8982197031265317,1.0100699122110235,1.129300994491133
143,1.0210278442974041,1.0135817819003017,1.0150940944888713,1.0131043832889828,1.0148738257115666,1.0153939010399282,1.111232678244689,1.3681144056823655
144,0.961347402738632,0.95815053510567,0.9558467039739341,0.952207221677788,0.9503560925376423,0.9504850086842034,1.0292879664644987,1.2926168667986904
145,1.0281866770263695,1.0275392675041992,1.0276499225462887,1.0246350090052543,1.0236187800647325,1.023771932833759,1.1274144715427772,1.2947786271856954
146,1.016464625242378,1.0138187832150656,1.0123753203265013,1.0114662589029526,1.0130525168918902,1.0129576949753225,1.061882930912177,1.321605290877046
147,1.018223180901652,1.0159228130081788,1.0133736898956147,1.0145689140741552,1.0139371218967528,1.0132811794127574,1.0647415515945695,1.4962193869252371
148,0.7860061018251009,0.7840159628452662,0.7844481979280997,0.7822438269804488,0.7835118280958999,0.7839501802901244,0.8614646837171283,1.0576479881765697
149,0.9709321425491844,0.9670135075818566,0.9670361793532066,0.9672376439465686,0.9675208302393398,0.9662066852772233,1.088885867785384,1.2362844105592097
150,1.009246088364637,1.0089096838976386,1.0081010728026223,1.007849678989302,1.0069216652596527,1.0069212897420474,1.0652308001161426,1.3929992302127925
151,0.9708886138454343,0.9697943749250635,0.968222075820755,0.965906011393241,0.9660167450833482,0.9659522258581739,1.0523291625116449,1.3251389532900462
152,0.7292154283818758,0.7291830883705402,0.7290115388835212,0.7299343205988101,0.7319559357885751,0.7302679074806113,0.8423497114259549,1.064096285268866
153,0.9455749841658342,0.9406179410510003,0.9394081294595474,0.9374068204333159,0.9367115081869894,0.935946075095531,1.036696950296275,1.2742605257288024
154,0.9678300822180028,0.9638944027527131,0.9616365725608101,0.9602536417510152,0.9581358755712817,0.9593412999749178,1.1034447107816436,1.3440214676202835
155,0.9709609863231803,0.969587225604873,0.9710825623293337,0.97132042685477,0.9705606175573169,0.9720007920455421,1.0595431944629048,1.2821184167763071
156,1.0858390975647942,1.0844522660853195,1.0854626843079138,1.0862765859823662,1.0873640432029363,1.0878723747870596,1.1287831272904716,1.4253821029782574
157,1.0331082794445057,1.0283280838344486,1.0280145512936436,1.0283131078780292,1.0270923544504225,1.026503291723444,1.0999363113294125,1.4744179670846214
158,0.9711414842844315,0.9710636976653473,0.9684321024129114,0.9699738695520631,0.9700379491777443,0.970280194151091,1.0270991292460188,1.2488809570017316
159,1.0300999245382425,1.0200822946589136,1.0160317556858494,1.016044381171026,1.0173925161791653,1.0160698730168665,1.1027093785049715,1.4346290872000014
160,0.8452498733297723,0.850265920077064,0.8511066010057892,0.8523559586969954,0.8547218750306104,0.8546846142196256,0.9214458068213044,1.2145407937878734
161,1.0070474274810404,1.0018205476417315,1.0000891749116207,1.0025871488508453,1.001424499208858,1.0015772975628698,1.055923538189521,1.432464843430485
162,1.017068598951624,1.0191118261287793,1.0172121249529198,1.0167811067394967,1.0155528782087946,1.0155005853863248,1.0927245706805506,1.3899017591307854
163,0.9807600694602079,0.9841306392222581,0.9871699226211784,0.9875850801546889,0.9857490563696549,0.9853350567219524,1.0603790093447198,1.446016751203881
164,1.0914583832119185,1.083143806048036,1.082838468645233,1.0797648498959238,1.078914531245653,1.0801660631343024,1.1501847818430109,1.8249760944321352
165,1.0459361819783022,1.0440326838840794,1.042601944181973,1.0408712113948124,1.0424601963829083,1.0437087807649341,1.1080421117782555,1.4306780886020614
166,0.9447983168078375,0.9453790532534806,0.9441528620642736,0.9435274783656593,0.9433723448136053,0.9440466121409339,1.058532493819188,1.240044371989981
167,1.0412616173124531,1.0410098014201663,1.0374910279831988,1.0362728350963673,1.037182725987665,1.037071284315613,1.088140277524053,1.3855561689002185
168,1.0069288549628732,1.00703066748361,1.003598732048923,1.0010592561833969,1.002402074498239,1.0028906449790775,1.099999697398042,1.3374727085328508
169,0.8163693005599516,0.812181841452676,0.8120567836124523,0.8125033098509203,0.8137829314909973,0.8151748090548094,0.9918475635810106,1.1064907124775532
170,0.9887104056076048,0.9834101743980925,0.9824258592912779,0.981344099809107,0.9818695152921011,0.9821525514907307,1.0852252308297303,1.338874236159968
171,1.0212939629166367,1.0229123791717856,1.0254886998946413,1.026454844387171,1.025681958616197,1.026056023463467,1.0713509901163367,1.415867234925289
172,0.694494091709044,0.6964629592926962,0.6971973642406892,0.6977396777712691,0.7000936330269426,0.7013311634302722,0.7805013360273637,0.9798451867373084
173,1.005937500169341,0.994119473107049,0.9917471457252605,0.9910197161536959,0.9936483465787994,0.9955044888696742,1.0342254069344767,1.5629424451512832
174,0.897447730778333,0.8959199165759244,0.8916117242048557,0.8900354740811875,0.8887684703437162,0.8893987044872333,0.932656100149473,1.2654753570906956
175,0.9287644408895163,0.92694876561221,0.926562110443638,0.9275444556475541,0.9274838582354621,0.9271260241469162,1.0114655423178007,1.3164199821858025
176,0.8040106043940757,0.8114512144172912,0.810612891643817,0.8114685800784845,0.8110314846219733,0.8103412623229712,0.9274257782559084,1.1298486460910362
177,0.9362334893100425,0.9379017407561153,0.937096133314566,0.9382842693743225,0.9407581630478339,0.9428654074260957,1.024231037597099,1.3380859051855862
