,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_w200,Linear_wAll
0,1.178413459885656,1.1258539033746773,1.0926433612997417,1.0720535222276002,1.079175195771252,1.061819226439624,1.0531671389017163,1.4287482745336662
1,0.9387277895286295,0.9447182393821575,0.9721706553219047,1.0095154459121853,1.0438728468543146,1.0280799051307183,1.052613455781756,1.4135071827409948
2,1.2191844667221128,1.1701382839181733,1.193999678144816,1.1972729671693398,1.1647702337558583,1.1609794180718365,1.10455409287666,1.2028382698482196
3,1.298419543257776,1.1627011687074236,1.1188001918175297,1.0745651790390343,1.0311411385191451,1.035487471503853,0.9540723070690638,1.2557375416362393
4,1.5216737728153635,1.20390619057431,1.211793091867701,1.161521577009377,1.1396173286137752,1.1361550675757275,0.8594164214352034,0.7931551809422485
5,1.2690768717419352,1.1772013906250354,1.2483441718790382,1.2685000552695815,1.239544505587429,1.2412431948795861,0.8319867604724309,1.173467631941132
6,0.6054679183487801,0.6993364500831073,0.7886079859511501,0.9103775964549984,1.0174415670286137,1.042938560878233,0.988109273899571,1.160404342043069
7,0.4440542624019967,0.5253518935756403,0.6091949528935622,0.7247103662732038,0.8711882045009809,0.9668744768641785,1.0774411764216432,1.2433225523849318
8,1.182244682615925,1.0054638072146271,0.9738978627339985,0.9376288253760405,0.9128101606437992,0.9001080105477436,0.9079752951989348,0.9310664604295676
9,1.22960758022003,0.991746995944176,0.9990555005588507,0.9616502918698084,0.9359050621670219,0.9326019228339884,0.8908470959013848,0.6901503417534536
10,1.6264254271106817,1.1836108261585572,1.137474667643773,1.08112972839625,1.0284387267953425,1.0141485459517463,1.196791856540405,1.1926667345690474
11,1.469603602717706,1.0945479469713022,1.0620363133007114,1.0407675588950898,1.0225144985180543,1.0038479998483094,0.7755220117336727,0.6418270854636126
12,1.825525108785433,1.0889489500835747,1.19369294527972,1.0874406686683924,1.0218433527911626,1.010043175481762,0.9818053935280188,1.279982457230424
