,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Linear_wAll
0,0.7156816740993418,0.7184732516541354,0.7186987580261207,0.7207594800770355,0.7222359279987223,0.722997390385534,0.8187522013366774,1.0940722064537156
1,0.9658897219482013,0.9611511310059305,0.955718955963563,0.9560160099564775,0.9558413673758452,0.956128869129683,1.039343793408024,1.5196402502027897
2,1.031211838203804,1.031786984728137,1.0318331822918005,1.03109391293995,1.0327570224691422,1.0318182511830176,1.0819285879925284,1.7946453489657046
3,0.9880997814525522,0.9873888192923488,0.9832985169988774,0.9784150349988683,0.9771986539329665,0.9744180366584282,1.0076711371238705,1.323370638535671
4,0.9232332274784385,0.9155801021015795,0.917391474930396,0.9178951380949653,0.9199577494422908,0.9195291203100836,1.015908514265761,1.3494781240915137
5,0.97601344626498,0.9725734705781499,0.9757337630678862,0.9758035355086623,0.9753004903731509,0.9760177033003666,1.0487547670180946,1.8200706445199024
6,0.9243347690254691,0.9246795146501422,0.9198220856828242,0.9207485048168171,0.9205928993031329,0.9197288496115459,0.9807263152501636,1.413645860728539
7,1.0240926168959705,1.0280010605767271,1.0246531578848894,1.0248846392446778,1.0257517873962143,1.0241943090303045,1.0962357207978388,1.4388155113578622
8,0.9943469407139719,0.9903574115557477,0.9936117103110134,0.994187193890517,0.9934081556923918,0.9938866388127192,1.0651717626739592,1.3486145516975625
9,1.0317420221078972,1.0298663340445788,1.0188148559672618,1.0192302163580833,1.0179020888890424,1.0176504370558115,1.0499476564392962,1.6214802077282635
10,0.870611184139758,0.873362703266221,0.8719405190006069,0.8757158458249721,0.8748450705238396,0.8756056428532594,0.973332954083412,1.1262910528519152
11,0.7894694776742407,0.785742331873999,0.7887074437894743,0.788596354711742,0.7902864191873873,0.7944096502876419,0.9385910383510108,1.1471835104226635
12,1.0204715354552758,1.002789522429234,0.9965964179060901,0.9946099239276531,0.994329566054751,0.9919920283590733,0.9858371938453974,2.142156832243586
13,0.9720862877063136,0.9693231711203593,0.9711650036026768,0.9692774884091713,0.9672132712347536,0.9674874533244817,1.009213436997757,1.39895698845272
14,0.9552914894144813,0.960534150269394,0.9589459273128632,0.957700554278436,0.9551632893326019,0.9551590572011198,1.0330509215576114,1.3444753913758252
15,1.083466366772131,1.079974274408672,1.077724910378088,1.0783166041630012,1.0792093945518626,1.0820055280355274,1.2069518419402143,1.4829024634444965
16,1.0916939606751952,1.0919828711576274,1.0911111885892402,1.0902951259486056,1.087774121052108,1.0869537583460325,1.1242346854475094,1.3916486063492544
17,0.7515931590001216,0.7464710903221297,0.7474373940659577,0.7440141371305506,0.7452134716306973,0.7451990450554188,0.8442420057275791,1.0842900477209294
18,0.9666365901605328,0.956868022776949,0.9548363951265488,0.9564858416608158,0.9590424988721332,0.9604750116026436,1.0832709593168928,1.2455901274841086
19,0.8748963132720255,0.8755785390673957,0.8744218442488831,0.8762953102750896,0.8754019823433741,0.875578025497773,1.0006149459228348,1.289015765323397
20,0.982008369049776,0.9845594566936866,0.9851208558793974,0.9815999975871287,0.9814642508058669,0.9813619806020912,1.1335907393398654,1.463386451340828
21,0.7893680384862012,0.7866425801150042,0.7866486273393188,0.7874784263669296,0.7894631343421943,0.7900531685654028,0.8815866143658088,1.107171154927753
22,0.9868531850375861,0.9832215685602328,0.9878355052667488,0.9899214626614354,0.9877161173028942,0.9889497318854509,1.0323654650858358,1.4582837624097893
23,1.0720188603111365,1.0639572480500026,1.0646934758245064,1.0611823875890514,1.0619181828305653,1.0619529759978898,1.1234364570837905,1.4153101565490087
24,1.0529635374578032,1.050657980461699,1.0495195510359945,1.0515554973396364,1.0496686355469784,1.048983397523658,1.1120912057878665,1.476042746806296
