,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Plain_wAll
0,1.1702075038531157,1.120198495335563,1.0898890699232409,1.0738313987813697,1.078105179787387,1.061899751450942,1.020775631968707,1.3163828026093856
1,0.9373663910199895,0.9513503738119529,0.9845376736413962,1.0251779069550735,1.0451297035049747,1.0238546242938666,0.9128012725455144,1.1394752000694288
2,1.0863281957863524,1.058948671610636,1.083946624640581,1.0966062676888244,1.0561934142138454,1.0514011072337752,0.9973855329295432,1.4146132425188316
3,1.3235898389036274,1.162437185898683,1.119902833569829,1.077241298714776,1.0356835885101265,1.0377793125642638,0.981604925742242,1.6050617041442594
4,1.5754746815374492,1.2238442837635894,1.241632752657518,1.2006359019459287,1.1878655965914602,1.182672531462063,0.7371644697932602,1.00835417108385
5,1.2700608756524363,1.1660610376461933,1.2446847291987297,1.2559787980712132,1.2255379574993173,1.228696168651514,0.8286501016660011,0.865180192557398
6,0.5556968564200017,0.6537427016475346,0.7392161023035616,0.855882550171648,0.9809326747044407,1.0124085986741693,0.909703375260432,1.0216705656359104
7,0.49760890849917855,0.5183995426912968,0.5935756043022553,0.7145523531762961,0.8739546141720623,0.9728245544337147,1.0970461414693582,1.8359112866701808
8,1.1821040318938685,1.059419369754251,1.0608965705427562,1.0640213422782367,1.0592591551957289,1.0450979338736324,0.7229925303402795,0.874541776661372
9,1.3402245569183255,1.0626093867901414,1.0763519594664197,1.0355518582118532,1.0038137551065092,0.999019003417147,0.8125442642376788,0.8188129497909066
10,1.5696608107388672,1.171234386254603,1.1304887413145177,1.0820339381600292,1.0349684690858647,1.0216915540001057,1.0669143273806154,1.34586991287436
11,1.5964207185990658,1.1729312511126666,1.1709876837726656,1.1449402392417698,1.11946286311923,1.097752739110897,0.6892816545195676,0.8932218962544123
12,1.778335214898034,1.1100149149551677,1.200102219694731,1.0998516123720357,1.037491692255848,1.027153462628289,0.9177932321991368,1.194218032759431
13,1.5909579037622676,1.2208939513533876,1.2101370664648226,1.158389658984507,1.1254984594642783,1.1201300776020247,0.8645207005883135,0.9350498383382876
14,1.5390854895622934,1.1207356260142374,1.167575363069135,1.100076670511874,1.0586929964149054,1.0482903352789839,0.8279633578250707,1.457489703611456
15,0.7994072443838892,0.7613967760262872,0.8416404084427298,0.974046147247514,1.1156305516575724,1.142593085472031,0.7096994075700798,0.8064491118006414
16,0.9978377047928565,0.9130297320257001,0.9555436859328585,0.9985642117196973,1.0430288497832825,1.0560682374879824,0.9814525597397668,1.1584232853020382
17,1.1972622674639768,1.0904520833199864,1.067281529138094,1.0421902683802615,1.0274523691876976,1.0193580288738175,0.9992425181297588,1.3789789230527216
18,1.5307281695157016,1.1397025303679529,1.1736242372650176,1.1009513747135358,1.0580451132502287,1.0446793115199204,0.9223937703988586,1.0479467970325949
19,1.193180364073131,1.1756674187176825,1.1974623764704615,1.1794195503158147,1.1977334268899897,1.1878238723568184,0.9733368589150168,1.1890085244029438
20,1.0777854084973053,0.9306920340009763,0.9869526994675473,1.0282599130386676,1.1156568766135624,1.1285655138628428,0.6821462412553491,0.774890567083648
21,1.562474921880292,1.2517596092473187,1.222348431214937,1.187154431798073,1.1523881985149678,1.1459131969080594,0.902127863143535,1.0439216122619397
22,1.3801255565205386,1.0294740631088792,1.1157026945320108,1.0920830647852744,1.0692094810917638,1.069891062499783,0.7064658459692289,0.6988957101901725
23,1.7610539392472417,1.1603485377771952,1.1651809751638482,1.070808283478805,1.0257876306084395,1.0195247732831207,0.9955913031590456,1.6668898066357547
24,1.4294214764351703,1.257594412673476,1.248020826490158,1.1965924284348117,1.1902049849908365,1.1877402260691263,0.8481678289201419,1.117485964562914
25,1.6472175774304898,1.2896584336257337,1.2214126591785872,1.1624246077753007,1.1073331137073634,1.0964638108434173,0.8279711621696662,1.0406933604304192
26,1.7693724690861186,1.0637293452997811,1.2480065729334617,1.1467286785809554,1.0625050128748217,1.0606628841695582,1.0047277119847378,1.2939330447087207
27,1.5243055353804544,1.2300097325210844,1.2603907858281147,1.2141221400114113,1.1837790756252042,1.16652247367882,0.5995294398230979,0.6366826514301515
28,1.4121816165911303,1.0141764474558836,1.0714170938435692,1.0103332155690747,0.9841978391395922,0.9743600054659557,1.072351139227503,1.4189660693673505
29,0.9777917467453465,1.0035310220898253,1.024851167648219,1.0559464060657682,1.040271217894002,1.0155091346396148,1.1014284756348285,1.4282799101773778
30,1.1814245692287457,1.0732100572373309,1.1026629586910777,1.1248799264080083,1.1090285842483598,1.1015720960786546,0.7292593674456042,1.8852790643665365
31,0.9558017360651251,0.9298308548626836,0.9824500205392294,1.0608427452004938,1.1091148338658081,1.0914948265542948,0.9627402015910436,1.124733389970648
32,1.0140958847501282,1.0419850115665306,1.098567749500945,1.1317707365600873,1.1163983628973604,1.1295916519026918,0.8954843326527943,1.0297106573910444
33,1.57819446788931,1.1050282268703502,1.1783845011057896,1.1180548069131202,1.0949086696083312,1.0788765037809285,0.6963665312987692,0.893781715232996
34,1.3917757595557787,1.0598255762425375,1.0468324825697024,0.9986390720942848,0.9742767502079708,0.9565407429016493,0.8668179668206974,0.9333644029518192
35,1.2155134480321572,1.084732448339597,1.0767623666908381,1.0517361132226872,1.0630045942726187,1.0424647600391985,0.9203936245744828,1.2067204632730586
36,1.2093279633451999,1.1309694269126391,1.1373371422253702,1.1046804776069388,1.0903171050658584,1.0940592637530748,0.9888951879041576,1.5101191881823115
37,1.0473104847208052,0.9987940614022729,0.9933081965734243,0.9563140980306027,0.9012171419357204,0.9014688268850429,0.8709733395378736,0.99303086723429
38,0.38014884013178235,0.4419683306837161,0.5011534948150214,0.6111058568859901,0.8120090409992884,0.9199081093749139,0.7910946339037193,0.916115111359382
39,1.2781082977097808,1.1548455443284373,1.133296434353175,1.116699437478392,1.1144649304604521,1.09339262652598,0.6718890173750407,0.8556361833861742
40,0.8251762731959826,0.9310976530827756,1.0037822900158653,1.0808915016672145,1.1490403953960522,1.1606954924257558,0.769709589924758,0.6897958128670746
41,1.8211824497466236,1.2249840194211374,1.245364392757864,1.1644570644568886,1.0885129868682062,1.0857432558356956,0.9773874320332888,1.2284469734813712
42,0.4897474606522706,0.4604624273700884,0.4953215253407281,0.5576424636799124,0.6387792753335902,0.7028370275226754,1.1253463754402069,1.4853785669327149
43,1.7912604910349696,1.3057623594481798,1.4268865894400997,1.348412005894443,1.288265033533344,1.2792489875866884,0.650418069150929,0.7696705207091982
44,0.9782695540196702,1.0451139215675338,1.1080382138373879,1.16565153259738,1.1777237067075035,1.1373144190981224,0.9764335554449256,1.3857657694978465
45,1.667821416822138,1.0539984807893583,1.192009418688817,1.1042258382969938,1.0177434136567316,1.0186069188813938,0.9982115544774076,1.1947444547404138
46,1.2396644360605527,1.1198658516776292,1.0877600664919147,1.0606447505771344,1.0509871151281769,1.045630789476345,1.034981636841397,1.4423858708376776
47,1.5869473594819592,1.2096408514780437,1.2102566096595957,1.1861462507824927,1.158967582842748,1.142157197039518,0.7830589796585629,0.8517639755100507
48,1.1737576209721905,1.041000957372604,1.039476861778082,1.020530040523698,1.0057405839945968,0.9947959056045962,1.038381471143273,1.2028518930818342
49,0.6294513514179503,0.7192698155325358,0.8026409816279949,0.913295065173169,0.9953681493867743,0.9594991636769306,0.978721664791292,1.2830235323308772
50,1.8073643616044182,1.308251354768152,1.343848966437777,1.2759526006861737,1.2384236546761973,1.2190531214704319,0.9185982998021962,1.192553920154141
51,1.4663928271679918,1.1554913417698138,1.1461742025536619,1.1122925642204873,1.0875973456751988,1.0780569643188407,0.8293103731340756,0.7476403746120757
52,1.448233105408468,1.0431826688933747,1.1035850700778267,1.0461895347158676,1.0087370549823127,1.0074091025476,1.0270754786762497,1.2903908394840646
53,1.568580964554148,1.2601318372646069,1.2301106866113791,1.1872891783375819,1.1371136219345412,1.122834929253344,0.9547167702987522,1.1224059498309702
54,1.0459058207658207,1.0143862900988754,1.0506620343888158,1.090427877742837,1.1452452744506822,1.1426256455486814,0.9366888802216856,1.11133461138548
55,0.8444116415225479,0.773238531796819,0.8136488991745006,0.8466705934538472,0.9019128639839872,0.9202326194051625,0.9876900217692912,1.5436075078211389
56,1.2310329822912356,1.1037858962977203,1.0962069350456045,1.1021452161682603,1.0788956551809759,1.0586121131199164,1.0467752464295983,1.2598714396492068
