,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_wAll,Linear_w200
191,0.9644342366238876,0.9622971265833017,0.9636937051289759,0.964678467467864,0.9644131976205198,0.9648634468708494,1.1744582766401752,1.00984018654901
192,1.0379891137139161,1.0318098084872287,1.0329037984784875,1.030897469654781,1.0305261146821827,1.029210134187657,1.2046360688354418,1.0460964001298008
193,0.8190237744331136,0.8179617688387564,0.822450054232604,0.8291956468902396,0.8398878519374933,0.8405276036711298,1.020635938682644,0.9323310546425996
194,1.0539060446184259,1.0506081803390679,1.0484808797599428,1.0476367852445936,1.0479327941297385,1.0473545220211573,1.2180889149626768,1.0896749509931916
195,0.7639939242066276,0.7588250583995685,0.7606462124209474,0.7659222244819601,0.7691062913734696,0.7707781032900601,1.0382944238118557,0.8301205733540216
196,0.985158629068041,0.985750802536088,0.9837522585130383,0.9851356991102117,0.985446635283145,0.986200022394568,1.1466239807605192,1.0249848172873086
197,0.8031444135347122,0.8003231116277245,0.800832219993787,0.8009344229167832,0.8005530285200466,0.8007602758307243,0.893613893218089,0.845795638864049
198,1.0383919181102288,1.0380973457756981,1.0370071738863351,1.035912337363023,1.0358629473913177,1.036276533146616,1.2647645200814286,1.0872478935542482
199,0.9968268298125297,0.9987732316857628,0.9971321639559464,0.996756847529591,0.9978533132893986,0.9983590546396223,1.128097700528813,1.0610708303498126
200,0.9470125773510104,0.9460658583324119,0.9476530479919071,0.951564551080561,0.9510666560822506,0.9524855022468379,1.1413057968873763,1.0521573749777706
201,1.0829095387617365,1.083415451073534,1.0832728993535141,1.0801981556062703,1.081451900886238,1.082697391298376,1.2348684980999278,1.1869639720429652
202,0.7801991637681128,0.779169998814767,0.7820009452640511,0.7836827096054336,0.7850608826018646,0.7850811757799736,0.9459546557216274,0.8939797808047396
203,1.0061277578265513,1.0021512943239033,0.9993931623376826,1.0007414926792861,1.001872230408665,1.0013983018727186,1.1557172853784088,1.0415218887971416
204,0.8807365667209636,0.8830073353248775,0.8843046859837012,0.883004023757654,0.883230295451614,0.8843661371198872,0.9792625267703066,0.944836744126654
205,1.007684011626475,1.0086908981324434,1.0076320405878638,1.0100466103172117,1.0112991681042258,1.0097533667782965,1.1852525038168849,1.0442974042291562
206,0.9306776617711554,0.9323479037227307,0.9317102090142126,0.9327599419139657,0.93670702900314,0.936568887536456,1.0178619253279,1.0237090142121616
207,0.8832587517942622,0.8834632258745438,0.8805011307810515,0.8795757858458785,0.8791643213855702,0.8794753671762123,1.0553982139158804,0.9774248969803412
208,0.9911613334093897,0.9905702313319907,0.9861918588324284,0.9845388559992874,0.9818288813703142,0.9809728942663333,1.127001873294032,1.0202813419378447
209,1.0162796328305976,1.0097711626085837,1.0134166488193228,1.0113208030189922,1.0112120623590892,1.0106866784878998,1.235489146045401,1.0457444125660655
210,0.9727641035429888,0.9728886349436217,0.9721315218524812,0.973295097493801,0.9750418780023344,0.9749671890143136,1.125461441299745,1.0303486740646912
211,0.6037985021065513,0.6083374323587848,0.6081830798425903,0.6037391591819422,0.6040346435729032,0.6051144424919229,0.7729937814350372,0.7159770254126048
212,1.0539624787510113,1.050305856533585,1.0506977931694885,1.049210543111081,1.0498603586413637,1.0505337508173747,1.2504513174730685,1.1117265343579537
213,1.100748687812637,1.0883239905412085,1.0874475433436213,1.0862959903907914,1.087244887037087,1.086628499603259,1.3952869571287208,1.1209833924461168
214,1.1029135964605103,1.1040280448933593,1.1049981604009032,1.105758234854685,1.1058827215277907,1.1050857955351898,1.2379583696995915,1.139871269144557
215,0.897152197317308,0.8964530826837749,0.8984582472260165,0.8977547169129267,0.9000705509376049,0.9000941811938948,1.0052891447822434,0.9677768919390742
216,1.029334498754614,1.0249893783514756,1.0230060095725646,1.0245149699701896,1.025038327320353,1.0263085888507515,1.1899657279925564,1.1130607594474424
217,1.2326971532723332,1.231116546572077,1.2335869672633375,1.2347494275659865,1.2354551448804418,1.2358286307458461,1.3363380517142298,1.265751514205289
218,0.9734071806846202,0.9745511320343265,0.9736084874122841,0.9747575108731888,0.9764242610737225,0.9765548712721988,1.1145414217137333,1.0417583753431137
219,0.9508659357120767,0.9545023294982995,0.951834970377431,0.9545734590785387,0.954649516821421,0.9548670440984711,1.1310690840441415,0.9933531998201768
220,0.8999505189313729,0.9029903206292867,0.9040015047478129,0.9052686995015354,0.9060382436962225,0.9069939574224686,1.0429201143728064,0.9583719034832962
221,0.9292581463241942,0.9242628761052463,0.9226120382557034,0.9246874623897247,0.9242935215300346,0.9250491257767905,1.092201094343309,1.0042367988126513
222,1.0501441341939035,1.0521831710709177,1.052321131462359,1.0534190090798388,1.053315967651997,1.0531051442099666,1.248898741574205,1.0945109584577626
223,1.0049769029491165,1.0038301822562121,1.006072958451793,1.0058428644936421,1.0056603984324652,1.0054891346362727,1.124146911672265,1.0618803867102984
224,1.0429028258893371,1.042461115203671,1.0436083888141816,1.0432582765871556,1.0438554628690064,1.0440831736029426,1.1930497449661204,1.051784001301682
225,0.9096388696836691,0.9096108774979808,0.9103435270883095,0.913184476356745,0.9150958411882418,0.9144280984376032,1.1305238975968692,0.9793094587607628
226,0.789194504853737,0.7892380424129402,0.7894610500739496,0.791013952309388,0.7929039145436841,0.7935389039358992,0.9293660625974468,0.9336603367973664
227,1.073987530665667,1.0771317527906477,1.0726058570414911,1.0698841616371,1.0697866822295647,1.070035179651799,1.2616309885639867,1.0936023338825245
228,0.5959489147725721,0.5878384811616928,0.5901703773256961,0.5896316818731998,0.590888360396411,0.5909506888363613,0.723783643807344,0.7027864489864035
229,1.0543961456939626,1.0551377587368898,1.055629733489374,1.0543264481322472,1.0544511632805729,1.0542232948290329,1.162140149445544,1.07998332200659
230,1.0547016814561372,1.051063425186742,1.0467361902565355,1.0481457350590309,1.0468954331125508,1.046421774513183,1.1813105901796075,1.108533812250009
231,1.0233015729659372,1.0205616592863598,1.0207065094703232,1.0202791290745907,1.0223672509633386,1.0213349887406633,1.1583458579298398,1.0518886023975784
232,0.8926846478124398,0.8933222952274872,0.8907987366401073,0.8894891247689765,0.8903229637597985,0.8906521739446003,1.0762649154802926,0.9731645459357362
233,1.0409923013200149,1.0388054218093083,1.0364116356056783,1.0329343691386692,1.030210353562076,1.0305851833591702,1.306551265849893,1.0785606804793175
