,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_w200,Exp_wAll
0,0.8579942008366399,0.8581916302921863,0.8599637418136464,0.8629367975586881,0.8635372901549562,0.8641418670278453,0.9301149868309844,0.9637859178879
1,0.9789308320444499,0.9520067480352794,0.954367677056011,0.9522126173999985,0.9445106453352926,0.9451828744923544,1.0548871881610495,1.094092313118997
2,1.047862234233421,1.0499240820666855,1.0474482330140968,1.0487768406096836,1.0488160878669401,1.0487762113664258,1.063919609732911,1.2081199301911758
3,0.9935965539138335,0.9886846662545465,0.98840005759396,0.9852297284713306,0.986006049591742,0.984952159589778,1.1075425474655625,1.168641376775428
4,0.9962179004599333,0.9811290471897427,0.9825099498289689,0.9805622731406657,0.9872524658388807,0.9875207613658387,1.2535463032886052,1.1783215797349167
5,1.0358249632081498,1.0179472581003075,1.0119896152143852,1.0066497270345542,1.0087223141378971,1.0080596553220988,1.1501441729612578,1.1520176280428975
6,0.9464961419439665,0.9354043146998513,0.9331151552082522,0.9316607788607912,0.9296272679720832,0.9301182503709418,1.0492870158549537,1.136279494049833
7,1.033913987347115,1.034451359435369,1.0273113033935821,1.0302366311737048,1.0293570554521827,1.0288218496292472,1.1067004120118766,1.1723242510648972
8,1.0219144415407155,1.017750192762841,1.0195063317619832,1.0174892605966004,1.0173002194321603,1.0176841956221048,1.0568303240711128,1.1849725930433557
9,1.0007812282005457,0.9970254135811657,0.9981763048304,1.000165480172081,0.9985624685476985,0.9986635479071079,1.0555834801574024,1.1299579325055844
10,0.9349670883384724,0.9409376360336578,0.943046476222101,0.944458261133927,0.9451822897366248,0.9452007660607773,1.043809914546317,0.9851440267824983
11,0.7820901670835664,0.7866382532670193,0.7907228122429123,0.7954588252704322,0.7972922004283826,0.7940205666396509,0.9200641933632808,0.872504695319201
12,1.018471291629591,1.0183323349571485,1.0169063051344365,1.0175019965998449,1.0164719217057456,1.0161905270275473,1.0755129296095722,1.1773772339290527
13,0.9698356507723633,0.9648701371378113,0.9631400486631283,0.9639576577834371,0.9639679372970543,0.9633877120578128,1.0265179146924006,1.211387245839037
14,0.9930824288724864,0.977390982161424,0.9776037461284098,0.9761279250480248,0.9784077485151008,0.9779384986771299,1.0655969842302948,1.1472719344848172
15,1.1691066474304288,1.1635294390077353,1.1609518821213256,1.1613151011336118,1.1609309685307097,1.1604883797733772,1.1905561432304097,1.3158959617601198
16,1.1014156999865912,1.0993218271295462,1.0988680792060073,1.1002291679172267,1.1004454223837252,1.1008940551154198,1.1261063433481966,1.2010790234685116
