,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Exp_w200
0,0.7684285628637744,0.7794910290404324,0.7839580365152886,0.7831803533663022,0.7749423019680268,0.7806552364356524,1.5304439571685302,0.9301149868309844
1,1.0071292345052105,0.9859739770367671,0.9871738956600498,0.9859473253422392,0.9841317090443428,0.9845552038302454,1.2826364238590526,1.0548871881610495
2,1.027510226029162,1.0277704767079725,1.0283490978995913,1.0283417424027184,1.0262944352723697,1.026553000665851,1.4215606106634295,1.063919609732911
3,1.0338212622439633,1.0315680735909938,1.0272254522156337,1.0168986023981068,1.0136960210832877,1.010875131567502,1.6545944714056184,1.1075425474655625
4,1.0255076321844974,1.004249726329793,1.011901871479507,1.0154950223447592,1.0186857382273768,1.0167131969324992,1.6866857622863043,1.2535463032886052
5,1.0333520811294217,1.0192392681114923,1.0164025149120466,1.0124233182204323,1.0107804864325165,1.0097384245267378,1.293706467058974,1.1501441729612578
6,0.9265823036145772,0.9193672168309576,0.9108096809237509,0.9158402924967157,0.9134033709917012,0.9121303619590483,1.4813901411722823,1.0492870158549537
7,1.0344449136780471,1.0325450612128284,1.0296187758190307,1.032957237829618,1.0334027411556437,1.032352614749091,1.4531958815570107,1.1067004120118766
8,0.9935346520126579,0.9885363464305363,0.9906305560027298,0.9900517860299736,0.989332762554993,0.9900446577128595,1.399094915733402,1.0568303240711128
9,1.0207967607881312,1.0100453104767986,1.0063777421473412,1.0115190807109464,1.0107924730369662,1.0092488272155093,1.4355614889087187,1.0555834801574024
10,0.899664877981399,0.9062833804380529,0.9110089725833065,0.9128850568986366,0.9126944300482774,0.9151180320874325,1.2185649842402149,1.043809914546317
11,0.8185603461113694,0.8181961687252733,0.8134995994118512,0.8099051654973768,0.8102668569558811,0.8107965842972105,1.6427807063302595,0.9200641933632808
12,1.0044127366124076,1.001681607365962,0.9982478579393732,1.000050936679542,0.9999621140407841,1.0004455610941503,1.6400285649241535,1.0755129296095722
13,0.9929876554696419,0.9810938853406808,0.9834037242938053,0.9815742556958545,0.9822167469583482,0.9827157612972535,1.3224281398597475,1.0265179146924006
14,1.0111347292226884,0.9834905196777107,0.9751773553028996,0.9726295836788812,0.9700027648888688,0.9689983118994194,1.7076290877515534,1.0655969842302948
15,1.1103878904063782,1.0941937168297806,1.0918926140665945,1.0918315437983173,1.0971271654835513,1.0994166248665873,1.4792761992291263,1.1905561432304097
16,1.093357217064181,1.093243364533119,1.0909791076429507,1.086799449543825,1.0842311797635718,1.0833201032193376,1.4681893418405112,1.1261063433481966
17,0.7426837365642489,0.7401286791744673,0.7384995692020534,0.7381652378831511,0.741662447291318,0.7445194011943608,0.9851621649320724,0.8939695927169237
18,0.9904390839119095,0.9752246627520147,0.9756526208925452,0.9767510876904438,0.9750776363521766,0.9761022130701698,1.5108635386905096,1.052369576047447
19,0.9082811322889498,0.904207497104551,0.9061955702829729,0.9095249193995203,0.9089601820077507,0.9092549952787815,1.2840014660465584,1.0472860487335165
20,1.0224145336244064,1.0152442017919048,1.0097738474125393,1.003824781257159,1.0069852471627632,1.0073240772228,1.6841273761917364,1.1244077641423749
21,0.7900960653020742,0.7805984334050071,0.7827778268707203,0.786193648658888,0.7885544690332642,0.7878705670796714,1.089022182640237,0.9028127228652424
22,0.9728426547989703,0.9680430321528726,0.9655513213290556,0.9667106185053236,0.9657666987865693,0.9680671230444702,1.3672790837247026,1.0073430615799073
23,1.1049222251524495,1.1047312190966838,1.1065937624607907,1.1067295997314233,1.110086652457731,1.110150600234973,1.5118609516511758,1.2121239453343045
24,1.0640221456261547,1.0663936183737348,1.0651382794425024,1.0671057568203557,1.064361666957619,1.0647298861708283,1.3866777539434123,1.1028944614161715
25,1.0166673323429227,1.0026520617361132,1.011176793787571,1.0092960330600125,1.0075316337919358,1.0074646784805257,1.7523513968376856,1.1663021521604349
26,1.0761299187973326,1.0652301091926053,1.0636984510491052,1.0688446662883901,1.0727825454334923,1.0749966852176336,1.4027225390150475,1.173269157274332
27,1.0058183356223531,1.007404884559028,1.0111341879170304,1.0103504747281975,1.009628195515897,1.0131977030096804,1.336265372158262,1.1000312740103138
28,1.167091894055015,1.1139955947397906,1.0843472351956585,1.0594224395095437,1.0546048854191998,1.0460461227241387,2.865187986007608,1.02721276308609
29,1.0385064765005652,1.0315161076451054,1.0281301307132167,1.0280019451143338,1.0275149604215084,1.0263559773182704,1.6131189194786089,1.0336560984147922
30,1.000599810044845,0.9990976853405418,0.9998652104989627,1.001187458418134,1.000800979392734,0.9996624735246508,1.4157436143012725,1.0691207500858335
31,0.9458676549744103,0.9397441500504803,0.9391920541174168,0.9449619263870969,0.9432931049179254,0.9439037417390204,1.3839166932850646,0.9665711746434228
32,0.9415495588666812,0.9449656109840838,0.9425647363470189,0.9447769141202482,0.9493928876194584,0.9486059919309223,1.3727736351144155,1.0484891875575648
33,1.0274703099939608,1.0270768206608774,1.0196766767705996,1.0211176169291396,1.0224107808775094,1.0218090699985851,1.3650204544475444,1.0889384058494116
34,0.9976783037826993,0.9639445780783792,0.9662482066667727,0.9655705760931406,0.9646022571130259,0.9631045805914679,1.3068993519388843,1.1555516048600964
35,1.1417250889594257,1.1327127013534588,1.1221415362929965,1.1227944511306558,1.1187498971901082,1.1206808093304876,1.7813915918912837,1.1763962791506468
36,0.9885561966302376,0.9831765828374696,0.9767110411393711,0.9806045144946074,0.9787371398296253,0.9808027518580495,1.7512640002134654,1.0703388285981243
37,0.9869637082023182,0.992825899264259,0.9930127250721306,0.9945814271796147,1.0002848484665787,1.0051942679315486,1.2655296865025347,1.1213517826448602
38,1.009800195867986,1.0041875025959102,0.999036560929869,0.9962168204686848,0.9950289377121511,0.9913496674391357,1.340484203985958,1.1305590780422696
39,1.0474757198674232,1.05005468080967,1.049548310888035,1.0491318038759234,1.047614568296843,1.0473177766893231,1.5571170594483617,1.0609807259684434
