,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Exp_wAll
0,0.7082442465983725,0.7025143128867251,0.7011872097575561,0.7002749215833847,0.6997713650694776,0.7028831867139543,0.8873846426866291,0.9499155319430036
1,0.9410728107217246,0.9304691925132966,0.9304638258987763,0.9282732818721264,0.9298211137577166,0.9305495565110508,1.2761122711410275,1.130602940799541
2,0.48298479030211117,0.4928524293313437,0.4993596947866651,0.5065810161306128,0.5186154807854048,0.5209416355795298,0.6038202039615698,1.190872632296213
3,0.9147848720672876,0.9122748979057378,0.9026101148496031,0.9012840243519521,0.8968217680775118,0.8957693159361454,1.5263471859110385,1.150668694533212
4,1.040534812701394,1.0340212966031206,1.0326824142709312,1.031313535459022,1.0289693693519935,1.0282758456140806,1.2718127673526292,1.197061018752558
5,0.7584065818105823,0.7610451231373111,0.7657129910879925,0.7638764284787715,0.7655782728942094,0.7671606582360442,1.1146667259711145,0.936136729059378
6,0.6986978326850964,0.68421767176107,0.6841555164609975,0.6820810922241282,0.6844835044050921,0.6843839912294816,0.8474864428837594,0.8785780804112432
7,0.21624507344374708,0.21411028113651595,0.21383750046265787,0.2151965721466409,0.2144504594027674,0.21629437989083303,0.2971128510859899,0.3397550900995529
8,0.9650646396853829,0.9649835232673382,0.9643597853063083,0.963839908459838,0.9602786225889928,0.9601584278326546,1.276000480386417,1.076084509270814
9,0.9023293689067292,0.8752562151011369,0.8684095932925415,0.8676337693177082,0.8625785107993207,0.8628213807838305,1.7058864916426362,1.0470285832548432
10,1.0023878565653208,0.9971350752775954,0.9970938542160062,0.9956070554763443,0.9925894902602352,0.9927917967834524,1.3156490496143043,1.156293773104479
11,0.9355241264757953,0.9350621923737549,0.9292965880050483,0.9315277575067934,0.9295137517123349,0.9306375892530745,1.4052462544687707,1.1037877822056847
12,0.8832934577129099,0.8817022358891226,0.8821107100087779,0.878505669321782,0.8832638631711416,0.8828041064894585,1.184916169542159,1.0812190227254144
13,0.9166389011135488,0.8977684127991937,0.8932075889820401,0.8975142509069105,0.8972627610081012,0.8981165260984056,1.3882100745734385,1.1227853915915729
14,0.7391786401798265,0.7324742809665501,0.7335658473257853,0.7369025654684492,0.7349825444786419,0.7378962052952028,1.0076799141064108,0.9172711017092088
15,0.8269452862211563,0.8221407972276078,0.818736281514391,0.8209268947157671,0.8181723665463613,0.8178333703240837,1.1506291167645777,1.0698488122441356
16,0.8012253960472544,0.7953195707587694,0.7949756383511026,0.7938900315169637,0.7931368748111091,0.7911439716712164,1.1333276912235142,1.0112996033797783
17,0.954988650465103,0.9254583601789428,0.9221971388553081,0.9154903271169875,0.915015368811202,0.915384796381434,1.295084601997293,1.0998643954575678
18,0.9383977356604037,0.9409386994311111,0.940023895773058,0.9361839875996538,0.936950328123011,0.938714250678872,1.2693910865067248,1.1590355219945052
19,0.8986784810593442,0.8949125306462172,0.8927137431309743,0.8929867075506785,0.8935351683514008,0.8937468218477187,1.832506818071845,1.0311392562531765
20,1.0401993735233623,1.0272336695989712,1.0292997645814022,1.0277562914268705,1.0292038138968524,1.0299228625663532,1.350481601879774,1.193882471725317
21,1.0540333782546432,1.0493703634886231,1.049315827815496,1.0501153160522327,1.0489470047619835,1.0486550415501288,1.4930516212438203,1.2243775825017378
22,0.9856877977077934,0.9749317230953224,0.9754017999614879,0.9748847617271823,0.9754282801562537,0.9732007256389801,1.5049762968843248,1.2080919171363167
23,0.8005222152968444,0.793536074406247,0.7943063221088031,0.7862159127366106,0.782645106905695,0.7806057334439453,1.656292914760858,0.9517330046336764
