,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Exp_wAll
0,0.7934864083686417,0.7897271356677257,0.7896108850464868,0.7900227977469144,0.7922395882698824,0.7932580344046893,0.8187522013366774,0.9637859178879
1,0.9386011872464419,0.9410289159050872,0.9409884390004567,0.9433284006549881,0.9424248403954905,0.9440317399522227,1.039343793408024,1.094092313118997
2,1.045225681267398,1.0430402048519731,1.0408055463915884,1.0415593586506031,1.0411607563127687,1.0409648874132686,1.0819285879925284,1.2081199301911758
3,0.9510875587320046,0.9552989726809945,0.9553005490500266,0.9570364696216821,0.9573661253915241,0.958011589402417,1.0076711371238705,1.168641376775428
4,0.9376796171293281,0.9241216772252352,0.9213804329694235,0.9231937365718685,0.9260951462278695,0.9258343710995846,1.015908514265761,1.1783215797349167
5,0.9488307318586778,0.9490707424126849,0.9516258169408106,0.952584800073764,0.9542954845157146,0.9545500322492875,1.0487547670180946,1.1520176280428975
6,0.9311520128284352,0.9212000084146471,0.9196220901980274,0.9181817536296685,0.9168113562661897,0.9165842446088656,0.9807263152501636,1.136279494049833
7,1.0216623861648675,1.0194206839785172,1.0144354303012175,1.0143653645581399,1.012084710595256,1.0127178054568553,1.0962357207978388,1.1723242510648972
8,1.0128114221460016,1.0129763897981823,1.0153651063940092,1.014686611364784,1.0147640636631006,1.0154380679143051,1.0651717626739592,1.1849725930433557
9,0.9898683553714646,0.9965182016992729,0.9970298648327045,0.996144695111954,0.996653921962876,0.9969111192310885,1.0499476564392962,1.1299579325055844
10,0.8911403236164278,0.8893107175601394,0.8905283326526126,0.8898226830110213,0.891186987735951,0.8916659721567742,0.973332954083412,0.9851440267824983
11,0.7729288687080632,0.7735074871797952,0.7751949542661208,0.7791043060709952,0.7837492776158563,0.7881703398409539,0.9385910383510108,0.872504695319201
12,0.9801871018026327,0.96945473909004,0.9678474399486475,0.9675875641345377,0.9673544238960463,0.9676083092176192,0.9858371938453974,1.1773772339290527
