,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Exp_wAll
0,0.8151892428341941,0.7707177614407483,0.7534036945666015,0.7565825062548688,0.7723267195078921,0.7811228782247168,1.5304439571685302,0.9637859178879
1,1.4294979074825103,1.0474493265099747,1.0913515849117497,1.0571883754987161,1.023390697627626,1.013768889083149,1.2826364238590526,1.094092313118997
2,1.3773388640833648,1.2307531682030206,1.1933745581878303,1.1692118191478182,1.1101782427621936,1.1043485156495532,1.4215606106634295,1.2081199301911758
3,1.218579624871124,1.1091398985962118,1.0789518771892332,1.0523122758013947,1.0179473996071309,1.0053351578438177,1.6545944714056184,1.168641376775428
4,1.6110954750780324,1.1330868198117368,1.1092117216909174,1.0269039508599416,0.952911715021194,0.9527080794747754,1.6866857622863043,1.1783215797349167
5,1.4384952759954017,1.1549244268106968,1.1130938818566747,1.0640521183782696,1.037404342356923,1.018744058075136,1.293706467058974,1.1520176280428975
6,1.132029672289504,1.0440728350915134,1.035543037128445,1.0203613201152317,0.9682982623566972,0.956049428559314,1.4813901411722823,1.136279494049833
7,1.2995367768729476,1.1314891136828806,1.1278261147134023,1.118344621434073,1.0769866779008779,1.0732769686327486,1.4531958815570107,1.1723242510648972
8,1.1159848717009067,1.0406227440252178,1.0216483251251798,0.9961014168949466,1.0216829387422,1.038727935145277,1.399094915733402,1.1849725930433557
9,1.4238459984137513,1.2025200736455521,1.1614472841791252,1.1335337804400523,1.0864682386027709,1.0630040891479065,1.4355614889087187,1.1299579325055844
10,0.9523410805483142,0.8837913336683951,0.8897329169889574,0.9054824886067057,0.9101814854695386,0.9204351407608196,1.2185649842402149,0.9851440267824983
11,0.858080749275026,0.8412452976102129,0.846957467987356,0.8581803217997662,0.8498531917498467,0.8277029533815894,1.6427807063302595,0.872504695319201
12,1.1082834968699298,1.0709007818047063,1.0686912999751863,1.044755728230742,0.9985844054819629,1.0085480659565926,1.6400285649241535,1.1773772339290527
13,1.135900478042228,1.1129551484954188,1.0989557637872094,1.1045273840046719,1.1343990809280922,1.1142964892519307,1.3224281398597475,1.211387245839037
14,1.4355381149497508,1.1696955159509463,1.1139098504905265,1.0871403158695205,1.0201591451630638,1.0080407013369161,1.7076290877515534,1.1472719344848172
15,1.6463650738654028,1.2912795772341434,1.2757945612488406,1.1819377925721803,1.1182184386812433,1.0990253577511655,1.4792761992291263,1.3158959617601198
16,1.3625201222366359,1.286480674497592,1.302750685441669,1.3102793033304647,1.2672162803260292,1.2625038199611558,1.4681893418405112,1.2010790234685116
17,0.7889076435746385,0.7301690395982077,0.7455204055294732,0.7846619441981825,0.8385884640039118,0.8594237853327238,0.9851621649320724,1.0293234888912377
18,1.3610787380691545,1.1112727559719517,1.1106992520286068,1.0503986442880608,1.0019809534381876,0.983310758709582,1.5108635386905096,1.097085689150574
19,0.9953371798824786,0.9658335281991723,1.00464034371404,1.0192212533882359,1.016771209519605,1.0361698683252911,1.2840014660465584,1.0743335912683545
20,1.219358631795006,1.1012750403500768,1.0886358337646036,1.05584730025381,1.0358278824372726,1.0315856938166192,1.6841273761917364,1.1932444755049374
21,1.0615925227188558,0.8330696684734344,0.8359576218961122,0.8056964243497675,0.7866455892723304,0.7832671906885381,1.089022182640237,0.9534769650626154
22,1.1860232923539882,1.1295899450652298,1.0804595565011161,1.0517498681221409,1.025766685985971,1.0157006064433938,1.3672790837247026,1.1301101490707703
23,1.3670351218861463,1.127163363317453,1.1429447530361645,1.1263405560462607,1.1194845069984813,1.1077597949749574,1.5118609516511758,1.249831422172769
24,1.462709938687168,1.2872246673361178,1.2306898224700507,1.2253758209763226,1.18798167778618,1.167868662471218,1.3866777539434123,1.2990514397245667
25,1.2294280127828539,1.160726803853503,1.1615481389041546,1.1399931118623379,1.0439087940790437,1.0325246818976368,1.7523513968376856,1.2152441558374276
26,0.863522866104114,0.8710582331386324,0.8702147424104106,0.887127421339625,0.9191745656183083,0.9530849552263801,1.4027225390150475,1.1297577213501608
27,1.2817735749553465,1.191311517046066,1.1523669529090381,1.1126690019690977,1.086823815156896,1.0739682516072386,1.336265372158262,1.1645614425951023
28,1.220663207482915,1.1564288359451218,1.1469555929940343,1.1459224413620082,1.1190467370280708,1.1163881951149077,2.865187986007608,1.10656273163041
29,1.4386890353763502,1.21602785915766,1.1718538821904696,1.1198644340955224,1.0784737002914537,1.0675919310273958,1.6131189194786089,1.1167591424363217
30,1.1125907138567228,1.0874706162875876,1.0748029828411545,1.0687457885183045,1.034979969676403,1.040248488699578,1.4157436143012725,1.161210839886799
31,1.1943421040620836,0.9675013180925247,0.9527531888899852,0.9110133355096874,0.8769573748435893,0.8681779285959176,1.3839166932850646,0.9655821917452916
32,1.2317577279478638,1.0438397091790417,1.0278143770742365,0.9852211563720867,0.9429328437368389,0.944642960915184,1.3727736351144155,1.1011110752019206
33,1.3202718406082448,1.1583476288210335,1.1633879649576067,1.1645796260360728,1.156657985773758,1.196727895952067,1.3650204544475444,1.191542882888299
34,1.3630829371496431,1.0615702416364774,1.0588759496660323,1.021851080596057,1.0043754580155513,0.9852576484361716,1.3068993519388843,1.1605447530188169
35,1.4203387291490623,1.2477466773315606,1.2146319361357047,1.1909912393636246,1.1449579799750962,1.1500579838263698,1.7813915918912837,1.2852666763256917
36,1.3008687642232584,1.1685429331627435,1.135420441276342,1.0936627124428007,1.0635846375191302,1.0429078714880602,1.7512640002134654,1.1744640672514044
37,0.8943491285976275,0.8563840279202303,0.8602805769543179,0.8690425550968219,0.874587175082938,0.8728933461816425,1.2655296865025347,0.9149000959840446
38,1.2987943598011813,1.1411976913407575,1.0974900571175024,1.0633731382677691,1.0218665788843175,1.004691547740476,1.340484203985958,1.1163237609015222
39,1.2544030683409753,1.20869582859171,1.183064348221648,1.1960659558250164,1.1031844606672487,1.087947300063405,1.5571170594483617,1.1571161718551932
40,1.4104703146440998,1.1948001755454076,1.1913082314611818,1.1356593393271575,1.0787003479019401,1.065357329479136,1.4507456574793662,1.2102321136903422
41,1.3440273431045135,1.2441864682049248,1.1412243705044733,1.1082228222192212,1.0784638972036837,1.0617806573064892,1.4119968820968547,1.2524137591473832
42,1.1729592875761847,1.0959371922385805,1.080741450452301,1.0730531541332424,1.0495599485387082,1.0561316256306208,1.3597103139387672,1.247871675794731
43,1.4225987080313498,1.1950471956602795,1.177387954028275,1.1350033631743468,1.1177482352164951,1.0974436636154408,1.206760659494913,1.1836207092602629
44,0.8886780141507205,0.852451685442078,0.8689497326973162,0.8850083128875147,0.8627365473987967,0.8508439311325657,1.2909065273119529,0.9938939010783316
45,1.3677204210663485,1.1978512725984727,1.1358543434846093,1.0875638542650112,1.0443337135922117,1.025786087501784,1.299306164663171,1.2174098575443353
46,1.1118520073560088,1.1302028733898206,1.1263182508769576,1.100672848198867,1.092104641578129,1.0724814241064096,1.5574947346434846,1.2098093951052042
47,1.1808640146884377,1.0948623777035937,1.0812998486943541,1.0095293152025744,0.9798014015522573,0.9662181632036261,1.273563257809922,1.0745028942305803
48,1.3378636828425357,1.196743097003818,1.2614631474836797,1.2410913209165497,1.1732600607524342,1.150470278703657,1.4812812609274637,1.2248838048691346
49,1.2454333890816807,1.107245827152283,1.0694209054638792,1.0265853165992564,0.9967123399251132,0.984249139793033,1.5507157094936703,1.2055847527387074
50,1.3223003445578578,1.171294569566326,1.1191189915882733,1.0851383600910687,1.056195885373808,1.0445640844143667,1.4290988805801033,1.1308252228157571
51,1.3231397327540977,1.0375937395920438,1.036348804846153,1.0024098495666522,0.9625373374736941,0.9490207035117525,1.371258707888385,1.049851323909284
