,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Linear_wAll
0,1.202119449225747,1.1614931152039842,1.1341906622809768,1.1213061106959799,1.1170997447863455,1.0944299098214827,1.3163828026093856,1.4287482745336662
1,1.026862949432521,1.041825291385634,1.0719079217621386,1.1093509370355095,1.1196222247263434,1.0964652730652917,1.1394752000694288,1.4135071827409948
2,1.2320634564986495,1.1883528424011909,1.201294577324411,1.194558540625587,1.1657238366509253,1.1566243013927828,1.4146132425188316,1.2028382698482196
3,1.3288720763001676,1.185958580298624,1.1478036112871086,1.1054646874027718,1.0651791212196957,1.0675365690020513,1.6050617041442594,1.2557375416362393
4,1.6457518511476534,1.2684788126870217,1.2819463479130755,1.2399657026547666,1.230414186830418,1.2255771302815557,1.00835417108385,0.7931551809422485
5,1.3929410664859092,1.2632427342800654,1.3335858346965908,1.3270004880618966,1.2893056648207024,1.282264597368382,0.865180192557398,1.173467631941132
6,0.6329216807614735,0.7258059170720652,0.8055769777419822,0.9114192514039714,1.0203279283427926,1.0498440111103338,1.0216705656359104,1.160404342043069
7,0.6048798356198334,0.6279787461508661,0.6887850190618515,0.7899768077751667,0.9163125523997083,1.001377436937047,1.8359112866701808,1.2433225523849318
8,1.2190086791442498,1.090247942449712,1.0907916414016925,1.0911021618200236,1.0857427964877493,1.0695497251218289,0.874541776661372,0.9310664604295676
9,1.573274679610121,1.272844874701144,1.2936726553310247,1.2358894673803353,1.189778852485029,1.1793117908000286,0.8188129497909066,0.6901503417534536
10,1.6373060226502214,1.2466344731880141,1.2123258748451513,1.165656572987821,1.1150823553769142,1.1003954736043289,1.34586991287436,1.1926667345690474
11,1.8171399246241207,1.3804219626614378,1.4188406152360236,1.368594326947682,1.3229976123825848,1.3098975836074225,0.8932218962544123,0.6418270854636126
12,1.8116055771117043,1.1699646567560276,1.245839884744268,1.148425734181343,1.0868687429589314,1.0782742272931545,1.194218032759431,1.279982457230424
13,1.686267526217252,1.295705838119422,1.2929058111180707,1.2510024667972215,1.2176432914421467,1.2114701239972816,0.9350498383382876,1.0408739432202316
14,1.6217644314014192,1.1900285706695493,1.2280287995806296,1.1567657995311025,1.116583243846462,1.1040039115578766,1.457489703611456,1.1646031019005136
15,0.9557099894037007,0.8855690062551682,0.9540880758507051,1.0708373867966912,1.1938873860044759,1.2141590533311053,0.8064491118006414,0.7759731059665996
16,1.4079406724171186,1.1795090256940939,1.2706425385993787,1.2657782643278621,1.2783481797284921,1.2909409912015841,1.1584232853020382,0.9999427805519332
17,1.230142022368261,1.1191935355307283,1.0940578346504666,1.064563837224087,1.0438241290671844,1.034903202709065,1.3789789230527216,1.2800246341045436
18,1.616025862446062,1.2522372083991393,1.2887692967405666,1.2121420699277936,1.1704350205989318,1.153174390405143,1.0479467970325949,1.1313724878806903
19,1.2836769651737263,1.2457652111007533,1.2643374568097538,1.244803301956696,1.2568982856500526,1.24201277818502,1.1890085244029438,1.186020439746691
20,1.3520636595624242,1.1876636501194857,1.2486607943929093,1.2559533997692294,1.3114780457915898,1.3183026895927927,0.774890567083648,0.6947988600055588
21,1.6198133685301694,1.302480207678847,1.2751340225220418,1.238293879443396,1.2001573322094625,1.1917269324188693,1.0439216122619397,1.4095884182769802
22,1.5783472712655007,1.219024232140564,1.3264007214113884,1.2799038959898754,1.2180926395903802,1.2158571140292638,0.6988957101901725,0.6790867086337096
23,1.815571057563556,1.2067814345672592,1.21698022750697,1.116344553959052,1.071049533774174,1.0647141309808952,1.6668898066357547,1.3478782536639835
