,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Exp_w200
0,1.1129103766813675,1.1098892855115148,1.1093563687586563,1.1084711613320293,1.1084978789781466,1.1089664426250614,1.3163828026093856,1.0531671389017163
1,0.9745896183888582,0.97779157988823,0.9868743991988936,0.9887070971139494,0.9856479503620605,0.9882528045782225,1.1394752000694288,1.052613455781756
2,1.2425749583803152,1.2425616214590627,1.2443488650786605,1.243925172809914,1.2464850858387795,1.2459976513439734,1.4146132425188316,1.10455409287666
3,1.1857664121521023,1.1778632730143233,1.1816540370469566,1.1801382803651779,1.1804835070140296,1.1805652224397696,1.6050617041442594,0.9540723070690638
4,1.1716003243104758,1.1298246526717144,1.1282808997288996,1.1269389102296208,1.127293970033907,1.1294470046759548,1.00835417108385,0.8594164214352034
5,1.1980731575362273,1.1982942347226826,1.1993401993698156,1.200546389033984,1.203605394828241,1.2032100839606799,0.865180192557398,0.8319867604724309
6,1.0617797081107359,1.0649519727340482,1.0653663885546452,1.066018963217735,1.0689226213931917,1.0689953398979168,1.0216705656359104,0.988109273899571
7,1.1144908403646496,1.09295292590725,1.0882208606455754,1.0821861629058005,1.0835394810362502,1.0857945634222375,1.8359112866701808,1.0774411764216432
8,0.944812403615064,0.92168730889719,0.9215657092002625,0.9212661868840677,0.9188196879854951,0.9209520174195752,0.874541776661372,0.9079752951989348
9,0.9934192241391963,0.9817758091312763,0.984283922592209,0.9858778547067332,0.9886929964174535,0.9928231290964676,0.8188129497909066,0.8908470959013848
10,1.052817439430401,1.0289180901546506,1.0272550249791006,1.019510787304153,1.0188982212828255,1.0153127035868363,1.34586991287436,1.196791856540405
11,1.2141517005964906,1.2114770392629006,1.211493045634879,1.2131071366280368,1.2139748837860977,1.2142953260844462,0.8932218962544123,0.7755220117336727
12,1.4003726289600917,1.3767080862951717,1.3773209304279255,1.3765262957168496,1.3772113404021766,1.3779714395788156,1.194218032759431,0.9818053935280188
13,1.1554674170822434,1.1037644020773496,1.1033454597585304,1.0992027626194956,1.0992026454620483,1.1022340556458325,0.9350498383382876,1.1038667199231744
14,1.2340683666477346,1.2183625443987,1.215996276898348,1.212588413868921,1.2115444314130566,1.2115611901590149,1.457489703611456,0.8528411797096002
