,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_wAll,Linear_wAll
0,1.0869461957806053,1.0841159321718317,1.0895790057933539,1.0906012527542928,1.088439268474823,1.0892618889319523,1.0902826025124712,1.4287482745336662
1,1.106146345721037,1.1043187242644816,1.103332235135156,1.101059146832059,1.0997066063835792,1.1007628019426325,1.055473356569998,1.4135071827409948
2,1.266384152285698,1.2634994067869045,1.261873728645779,1.2610257563188583,1.2635697427318404,1.2639986408776662,1.1558956286329904,1.2028382698482196
3,1.1740086590058774,1.1709930759520397,1.168181943388054,1.169123937105919,1.167802121069187,1.1674602273348207,1.039539768307746,1.2557375416362393
4,1.215983864117892,1.205397212432387,1.2056725745369758,1.2064699312114537,1.208368215711641,1.209395774075144,0.7238509100431365,0.7931551809422485
5,1.285973077675457,1.2831252667631883,1.280127771404255,1.2782322068280123,1.2778872393711174,1.278148743050956,0.8736040812632366,1.173467631941132
6,1.1541832037302977,1.157964501719019,1.1599911485091008,1.1612108579721383,1.1650146063573272,1.1665317946841798,1.057834985449326,1.160404342043069
7,1.0756797951858759,1.074236269820584,1.0748541014164892,1.077672518593042,1.0789390982974918,1.078453165657362,1.2031495192435977,1.2433225523849318
8,1.0667023889371063,1.0663639068385056,1.0690551907716797,1.069979461353116,1.0680487156850706,1.0683969673773297,0.6885312738838201,0.9310664604295676
9,1.1316614325828471,1.1303311043406055,1.1301450472194445,1.1301156752875163,1.1306153892057786,1.1304866025466274,0.7189876545144692,0.6901503417534536
10,1.0444449544229275,1.0303222605931301,1.028972147623592,1.0278369160567777,1.0309454401693832,1.0301740965804522,1.118728933932494,1.1926667345690474
11,1.3513460758960303,1.3520381961652028,1.3517720454026907,1.3525037128700723,1.352390579068833,1.352386831258188,0.5110826654338948,0.6418270854636126
12,1.3932994886943664,1.387157307352801,1.3872261014979574,1.389694599885591,1.389390336622089,1.3902158511192393,0.9552498798514408,1.279982457230424
13,1.25017631905942,1.234976077426,1.237611188027787,1.2378805907623482,1.238041945079493,1.2392662487363506,1.012149853032532,1.0408739432202316
14,1.2415759658200012,1.2333893346822935,1.2327018170104647,1.2337112845178255,1.2348301265902561,1.2338182975629741,0.8962694715342352,1.1646031019005136
15,1.318652213335543,1.3176048651133196,1.31818373034309,1.319514289514766,1.3200010105516227,1.3204120746543064,0.7107376277340626,0.7759731059665996
16,1.2384785914174667,1.2119979961965182,1.211255377885782,1.212082520398844,1.2138084926797321,1.2150573894961239,0.9252569454724404,0.9999427805519332
17,1.0203158683643907,1.0107013489502985,1.0138802529681965,1.009315411925597,1.0098830947794672,1.0103493020306986,1.1140642251076782,1.2800246341045436
18,1.145976458730661,1.1444993862721289,1.1443141995465764,1.1423513206625828,1.1401940314661243,1.139811975678654,0.9876366657662188,1.1313724878806903
19,1.188623199517665,1.1870781118235214,1.182103492170802,1.1804529427793384,1.176679454371836,1.176568649835681,1.0985456445500412,1.186020439746691
20,1.3123691384460827,1.311447749382398,1.3105597460553493,1.3100783212655391,1.3114360946943464,1.3115706017636901,0.7006989000165537,0.6947988600055588
21,1.1994942782435218,1.1965058440557608,1.1936280814532474,1.1922703905645287,1.1924668333157902,1.1909500018470913,0.9463491313824758,1.4095884182769802
22,1.2975808964187663,1.2981318060650568,1.2994930601199925,1.301035814585364,1.3022322695539512,1.3026593920640124,0.5495760431967813,0.6790867086337096
23,1.3369043526133109,1.3201799287177234,1.316781695989653,1.317796753019678,1.3196439118276793,1.3227159654063305,1.25962467939419,1.3478782536639835
24,1.3373530926716066,1.3339904802017122,1.332680245312198,1.3316346194903583,1.333240582461896,1.3339803441196674,0.8966354285996435,0.9466310095666144
25,1.3249585558255643,1.30993699852136,1.3124102463317795,1.3131527893017911,1.3115054795705534,1.3116850186428335,0.9393271147465244,0.9717143579978136
26,1.3543479129848937,1.347670600974091,1.349890022162061,1.3537484981094243,1.3539603036081782,1.3547356228343748,1.0384411417470252,1.0499508726878188
27,1.3634860966960956,1.365679785320544,1.366226146267192,1.366573103271077,1.366910906474494,1.367162408574791,0.4832612207825942,0.5611724612624992
28,1.2675418517319421,1.267810160628552,1.2667082942637429,1.2656239731007641,1.2644943640454571,1.2640793217567752,1.1511453643108869,1.32145080708432
29,1.061971290188726,1.0612164050020245,1.0599027182995344,1.0582705725654307,1.0580323688130773,1.057608000359816,1.2219188143157838,1.2493307320696925
30,1.1646391942519367,1.1570093633164058,1.157558214463522,1.1599312820397762,1.1590088878973528,1.1587184637007713,0.746487879151146,0.8574579272062581
31,1.6516286931092774,1.64894484421404,1.648065947849685,1.6499834390153714,1.6498943411440954,1.6496689030670073,0.983795965472658,1.0889025873824203
32,1.1053156659778178,1.106638543560589,1.1080854772930329,1.1115072195338471,1.1153309826492712,1.1172181401896786,1.0407044739488929,1.0722982081923866
33,1.114101614250705,1.1069505495062162,1.1090251765760284,1.1060084453603487,1.1058637366171784,1.1056939867519608,0.8014966975672293,0.8209201933403457
34,1.0933217885960114,1.088683355542239,1.089382208038253,1.0871444283948493,1.0871385927980208,1.0857998794907666,0.8973627153620253,1.0631587216669656
35,1.1041088095781915,1.0887986348899723,1.0905290693452552,1.0886816130293877,1.0905419900131321,1.0906211820547373,1.04403589237894,1.0673022058866466
36,1.1244408169213962,1.1196131379918022,1.1163145856639132,1.1169970396037114,1.121516252427693,1.1214472701010583,1.1118748385367532,1.145813688532349
37,1.0139897086090806,1.0076538235918453,1.011833227582887,1.0159008284906956,1.0170239368156961,1.0173746256459735,0.9226472033351232,0.9514308622776508
38,1.3288538304354476,1.3304180374746546,1.3344090210098347,1.341039844347873,1.3470483337963393,1.350556673594416,0.8377776777122667,0.8936125637015547
39,1.2348555684809674,1.2254994074682897,1.2238472044976396,1.2246559517972224,1.2266649047204932,1.227251162685553,0.7228740013112366,0.6956075934932646
40,1.1401166353765504,1.1438092997201097,1.1464634744839564,1.1448340212595292,1.1497169366635498,1.1530577411347551,0.7546736080912371,0.7566755538784133
41,1.4771589169988482,1.4566753562585621,1.4592514922743152,1.4590471840069765,1.4589929476568448,1.4589777061746012,1.0493165902700516,1.361635348378219
42,1.0801478512779823,1.0640201168930685,1.064493128491108,1.0669431064955703,1.0626954619598425,1.0639243958844018,1.2663520439978542,1.4983029854127183
43,1.3855288989709662,1.3834790543678157,1.382691384736501,1.3825292244970404,1.3831710957599184,1.3832082503755436,0.5553054404217893,0.7241917525593395
44,1.180128226123779,1.1705237307144587,1.169328293958774,1.1689106750122356,1.1678821322083446,1.1676071199693692,1.0266253228496138,1.1321600365484918
45,1.1089740285699814,1.1034660044028755,1.1013506683216212,1.1029807467265502,1.100949184678446,1.1013823848365134,1.0985955906060665,1.3027979469449795
46,1.0890080868533643,1.079929183443816,1.0832243346747135,1.0846261361029845,1.0818582349833514,1.081214569162765,1.1700739232505626,1.4019185845109907
47,1.5023733661019274,1.5015908289509354,1.5042728582200793,1.5052055331191245,1.5070576387167354,1.507444919778317,0.8650424193122082,0.8968387454474649
48,1.0117976194186147,0.9954993207742375,0.9939842335425408,0.9932555613986723,0.9938164793818886,0.9936765577854748,1.1745293933054557,1.1575767707328086
49,1.1691062923670386,1.1665591850696857,1.1677656874594255,1.1710093575076024,1.1743685744448722,1.174654099786608,1.052163015969049,1.0671315207005014
50,1.4789305924312124,1.4630362871294227,1.4645996377918542,1.466519842132204,1.467127186611693,1.4674382436433782,0.9365635472084805,0.9155952064995028
51,1.2341358183649311,1.2352185714131314,1.234114912344325,1.2353530801881591,1.2382026411068119,1.2408735189419406,0.8053724762269826,0.7187811769310528
52,1.1104244507681522,1.1034341974474644,1.0974167755252058,1.0947637131855645,1.0926237050356389,1.0929612882838566,1.1771306036790632,1.323927323391058
53,1.2277744431059854,1.2186911578962565,1.2167316043019176,1.216464830757369,1.2165633992022855,1.2163487583878607,1.1157503481562598,1.206697881030618
