,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Exp_wAll
0,1.08144185998577,1.0780782580748736,1.0803500159656012,1.0792553889636887,1.0785169279714177,1.0790426801460207,1.3163828026093856,1.0902826025124712
1,1.0805705834995816,1.0793155241730075,1.0824693968459644,1.0804648205004663,1.0785906363953437,1.078620889585932,1.1394752000694288,1.055473356569998
2,1.2520710560801045,1.2514588846665327,1.249334913954043,1.2522435077971306,1.2559462076666725,1.2555293200386721,1.4146132425188316,1.1558956286329904
3,1.1912325332933074,1.1832748855268316,1.188557366685568,1.1871390145585576,1.1857997649104854,1.184620696846761,1.6050617041442594,1.039539768307746
4,1.214384496067639,1.1939056244634347,1.1931213672260532,1.192982825128111,1.193715388821198,1.1947083791407174,1.00835417108385,0.7238509100431365
5,1.2554010828396494,1.255946428731483,1.2552352012912842,1.2545687007612143,1.255507680409802,1.2549621600617433,0.865180192557398,0.8736040812632366
6,1.1166425186264328,1.1214148247170037,1.1232353332423635,1.1250660492043896,1.1306885479005777,1.1346808854265937,1.0216705656359104,1.057834985449326
7,1.1609003394736424,1.1492408841726147,1.1409042149107091,1.135663603473512,1.1356936719024828,1.1354372667968071,1.8359112866701808,1.2031495192435977
8,1.0339590825676321,1.0317272685784313,1.0357721392767476,1.0344407945681329,1.0333678682121679,1.0341766259065444,0.874541776661372,0.6885312738838201
9,1.1121674537222141,1.1124965577593457,1.1111523363741764,1.1106789887563482,1.1102830787917173,1.1101587484364077,0.8188129497909066,0.7189876545144692
10,1.0296309420985863,1.0254813943603593,1.0262906554611149,1.0246949829668837,1.026304759298258,1.0245870471440626,1.34586991287436,1.118728933932494
11,1.3523580095751706,1.3507005293188104,1.3509389154089786,1.3515990492661558,1.3516369511370552,1.3517624370158576,0.8932218962544123,0.5110826654338948
12,1.3659353050168315,1.3675034133044404,1.3651829915773053,1.3663780204024272,1.3651665072409198,1.3662846341982602,1.194218032759431,0.9552498798514408
13,1.243084824992089,1.2309534667595872,1.2371951958172325,1.237118039498778,1.2372329532574895,1.2387099790330658,0.9350498383382876,1.012149853032532
14,1.2596919540789102,1.239840347791347,1.2381938682506548,1.2338251286193704,1.232566301904255,1.231835524613545,1.457489703611456,0.8962694715342352
15,1.3127749142082061,1.3112606521431818,1.3115007648003525,1.3125005720449163,1.3131791814817277,1.3136332882405495,0.8064491118006414,0.7107376277340626
16,1.2300992019502217,1.2030128431735416,1.2033379348996647,1.2028175076560594,1.2039797437625532,1.2050675853527586,1.1584232853020382,0.9252569454724404
17,1.011179455342156,1.0067328849423618,1.0033148922898523,1.0020340729882369,1.0032069783989241,1.0044734895581144,1.3789789230527216,1.1140642251076782
18,1.1482326147135713,1.1408879557028349,1.1408863466034893,1.1405985901936935,1.1388784318022003,1.1384708673748951,1.0479467970325949,0.9876366657662188
19,1.1736673456608224,1.1673915147588725,1.1597495113591225,1.156532927010825,1.1559663957654815,1.1562229932862347,1.1890085244029438,1.0985456445500412
20,1.303461457700051,1.3009687014999556,1.3011716012523638,1.3012711708914888,1.302690447435794,1.3027265844258566,0.774890567083648,0.7006989000165537
21,1.190570211115219,1.1843442751948092,1.1853890709986654,1.1829501872015749,1.183045212405138,1.1829480958567475,1.0439216122619397,0.9463491313824758
22,1.2828731978473618,1.2830552831021533,1.283635495785802,1.2838452948222057,1.2842050342537537,1.284666164810518,0.6988957101901725,0.5495760431967813
23,1.3480168891581823,1.3337538747523343,1.3283006203940582,1.3286960103109138,1.327376915344052,1.3302474436253064,1.6668898066357547,1.25962467939419
24,1.3113356667335188,1.3152159070275387,1.3095463761786104,1.3087623718190948,1.3102786484728608,1.3111156771934525,1.117485964562914,0.8966354285996435
25,1.318615432742472,1.3041871756952839,1.30741761911963,1.3079819300288678,1.3071517436231685,1.3079933985026215,1.0406933604304192,0.9393271147465244
26,1.3388577121382597,1.3260565703359992,1.3274615411097868,1.3327249407633468,1.3339700985504421,1.3339510940234438,1.2939330447087207,1.0384411417470252
27,1.355236150136455,1.3536035617565494,1.35439407168344,1.3544203558667067,1.3544742136387593,1.3545957466202414,0.6366826514301515,0.4832612207825942
28,1.2676423511561243,1.2673432176076205,1.2640888035950926,1.2641087875094974,1.264217642310187,1.2652489307809223,1.4189660693673505,1.1511453643108869
29,1.0686449129194622,1.0672020506831068,1.0629261385522244,1.062246466988297,1.0617709349940614,1.0621764964670306,1.4282799101773778,1.2219188143157838
30,1.1779599537690344,1.1634876641280403,1.168230682297242,1.1630602987701368,1.160128042216943,1.15795432112316,1.8852790643665365,0.746487879151146
31,1.6225977538291996,1.6210497182006993,1.6189225903394953,1.6194152092409961,1.6198923218813999,1.6195003166589246,1.124733389970648,0.983795965472658
32,1.104896366016365,1.109001843158268,1.1116655591984959,1.1132949979801834,1.1152252207383324,1.1160231618603167,1.0297106573910444,1.0407044739488929
33,1.0896920975859457,1.0865514160864755,1.0902694914110038,1.0878235562371645,1.0876715242941941,1.0873950940848538,0.893781715232996,0.8014966975672293
34,1.0793219203084976,1.0738828128012887,1.0772398854966094,1.072884648712326,1.0727232370758004,1.071370717794432,0.9333644029518192,0.8973627153620253
35,1.1016113816484414,1.0922889446556086,1.0938040366087953,1.0915538645402305,1.0950730022368285,1.0963800499824896,1.2067204632730586,1.04403589237894
36,1.0973742299699627,1.0907899228664386,1.0983138589886237,1.1015202112740552,1.1037429328506916,1.1052377090512833,1.5101191881823115,1.1118748385367532
37,1.017053725540517,1.008314289581727,1.0131781736934067,1.0175676815626276,1.0166272146016222,1.0171323443072586,0.99303086723429,0.9226472033351232
38,1.3372960497156914,1.337022302403452,1.3388538122547688,1.3435344876487019,1.3485652370391397,1.3521809396717372,0.916115111359382,0.8377776777122667
39,1.2221319908112427,1.2155839697912154,1.2144186524862184,1.2153172218183892,1.2165439219683878,1.2164986111538503,0.8556361833861742,0.7228740013112366
40,1.1387760847644448,1.1414814934166957,1.144341124234485,1.143425782453803,1.149301913726961,1.1516657959225285,0.6897958128670746,0.7546736080912371
41,1.4586717430658522,1.4362321631489474,1.4382910484102007,1.4381998518255188,1.4371946208782895,1.4368011172765913,1.2284469734813712,1.0493165902700516
