,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_w200,Linear_wAll
0,0.7334072794144308,0.7266478599409988,0.722011772844739,0.7237066931154411,0.7319640925211652,0.7381177509144391,1.119292132226826,0.9901140664989876
1,0.9387384146119823,0.9351506911336692,0.9367076550715866,0.9327731345356529,0.9323095806919678,0.9333549527894922,1.0571254326180477,1.2093975598703093
2,0.4907121044917624,0.5043098926375983,0.5083302988084374,0.5201434349357389,0.5508191972341947,0.5472823210461071,1.181190288172434,0.6140859309313625
3,0.9405773776257881,0.9105669250151733,0.9022694621791609,0.9068828988554363,0.903363464915861,0.9023253646343081,1.164833616016013,1.231498216836228
4,1.0330400413750593,1.023119228070976,1.0274039988720431,1.026730488873329,1.0238410754806637,1.024054257865629,1.126704697013442,1.3898596041178026
5,0.7841307657684249,0.7838415933929489,0.7915809590272148,0.7898379291772549,0.7863841716635805,0.7884388269914797,1.0104113288613532,0.9465884716993392
6,0.7007390595770759,0.7018610108017516,0.7013034401599673,0.7080534926660565,0.7146056006400862,0.7138481708427529,0.9849290855228,0.9602397377056896
7,0.211960853654722,0.21628316948498677,0.21904508374471546,0.21839938402510148,0.21737705692056708,0.21831002808552027,0.5336111072645725,0.2551364982233534
8,0.9590211931791618,0.952627027816088,0.9526583834573464,0.9521291573329647,0.9522061414767977,0.9533005849708832,1.008979412998667,1.2521777534627463
9,0.8396147713266532,0.835529868822287,0.8352747295942335,0.8423142729407501,0.8467854813779172,0.8477726692159785,1.0071677472460785,1.1546323953967528
10,0.9618339761570777,0.9640456168701077,0.962095938641238,0.9619016511288294,0.9628798188932509,0.9631338351400753,1.0055706227080854,1.314066229298839
11,0.9652497391871832,0.9537394536962847,0.9567544626572636,0.9537698285487584,0.9556221903728294,0.959250173041843,1.072012665703776,1.4941452106225095
12,0.8833608475190926,0.8761051391501883,0.8762663079463767,0.8771747202274313,0.8744593749569247,0.8752731903938563,1.0154999368267212,1.2072718444835102
13,0.9005331472534318,0.8849184802596878,0.8823844964531533,0.8851408402455246,0.8822057950643105,0.8807739704251268,1.0570984842740705,1.2186889815357274
14,0.7414777313609876,0.7448604063613941,0.7526861427076899,0.7571051601591643,0.7579980701521384,0.7601243599477049,0.9759407589333704,0.9837022719023646
15,0.827727691440234,0.812164157489602,0.8106828864340783,0.8147698741609777,0.8115934657015799,0.8125832570788096,1.0030369552738088,1.107042184273084
16,0.8006385224130513,0.7972312235265834,0.8004266132499422,0.8035216972349378,0.8041190435955872,0.8059413206200516,0.9824381097175576,1.1373920256735133
17,0.9287042616154298,0.9020705717021698,0.9030349111369964,0.9030383136915316,0.9065461404624997,0.9053246351401715,1.0087660247412926,1.2059770370397194
18,0.9396745431716316,0.9294844331691884,0.9289271027191106,0.9288072179075151,0.9312172138085345,0.9343749380544017,1.114926571350554,1.2003105902792688
19,0.8638331307625512,0.8524219771433472,0.8505823117416871,0.8516209001523773,0.8554255182025428,0.8562431742068579,0.9707773142503442,1.2436808969824495
20,1.0301655429416978,1.0273143602454686,1.0263943307464387,1.0219790280635173,1.0216964489907765,1.02235413910799,1.1367206151679596,1.2623854264678611
21,1.0617941109405173,1.0574012925726344,1.0582112415172282,1.0597999761428267,1.0579627909354932,1.0595183871694807,1.146325132559734,1.2623116594765933
22,0.9736881841815761,0.9691887964376598,0.9627137102276525,0.9642757432120826,0.9658866344762315,0.9653948619466136,1.0702005959477563,1.643841585778708
23,0.8124053045484703,0.7996792257372395,0.7962649791838347,0.7844766574596382,0.7778093735831273,0.7774488357977735,0.9474082370613972,1.1748484910295522
24,0.9886599678592908,0.9890505863116967,0.9854926003311706,0.9862563894161236,0.9858959438241371,0.9859849400450174,1.081355639976038,1.4083938587042732
25,0.310795322410769,0.30075870925034853,0.29135507741998545,0.2889897920891478,0.2833902852271659,0.280487773845317,0.6251848945127589,0.3393697050440056
26,0.4725307489448071,0.467728474036488,0.4667963501251962,0.4655285735654,0.46501972136615705,0.46432225098346475,0.7396298082893771,0.5649783869630645
27,0.6777381318085824,0.6857241848413597,0.6805196657082179,0.6772701920433396,0.6789879370980971,0.6801004432827951,0.9851800226788626,0.9979441747532825
28,0.7002327555332698,0.6861480425742728,0.6883182657838888,0.6904123453659798,0.6896322735947342,0.6893459476605003,0.9029143658585504,0.9141433804326188
29,0.42511254619007594,0.4310125442045657,0.431359111143548,0.42876948656607583,0.4309297781262448,0.4365826317153545,0.7880555970272263,0.5819455746106894
30,0.901485485009574,0.9037346314270566,0.9032343897475447,0.9037596360473884,0.9036679745244344,0.903913295273491,0.9895996165626006,1.15619702929567
31,1.0654854379564764,1.0554068922605215,1.0498806065105237,1.0440476741297762,1.0432340223676553,1.042263631610612,1.136227374676839,1.8560910063148748
32,0.4898723084161901,0.49339369595656896,0.49413065307347576,0.4967833239795283,0.4967439959672311,0.4978034813038809,0.8278867637910163,0.6379490724862137
33,1.011802445484544,1.0105958227605993,1.0127656292196752,1.0099307955051164,1.008853820167012,1.007662154893335,1.075408080596229,1.3147035126615898
34,0.6444356913884285,0.6488399348391675,0.6503725056554588,0.6478233784419432,0.6533239154091941,0.6520538011962911,0.8242080826269756,0.8443576334100176
35,0.7306633998050128,0.7187138492775583,0.7201291004868989,0.7244128053326977,0.721883261123619,0.7278270841106976,1.059704900888148,0.9008009365413984
36,0.6909925648135562,0.6989679008216607,0.7027828696282961,0.7137042333631914,0.7122823112814839,0.7080355394268455,1.1902481769665665,0.8557280920639146
37,0.7996192041301944,0.791850315735824,0.7905190087141652,0.7900416055741996,0.7912217780162207,0.7901821993596349,0.9051962060978652,1.127488941981438
38,0.8682183762275948,0.8567635284628666,0.8546064715163064,0.8548309901376957,0.8570602615452583,0.856105375852496,0.9766732958722716,1.075645496111875
39,0.9829571183576362,0.976975638094806,0.9752313964092144,0.9746527504467848,0.9732011815711259,0.9715910057318321,1.0401451359028326,1.503561850015007
40,1.0061315847414036,0.9926377656836249,0.9911046670903889,0.9933396899603893,0.9965786593325926,0.998792890421264,1.1031850295502728,1.400062951432418
41,0.8359262150649808,0.8260921482588663,0.8234733685563013,0.8296033024225055,0.8259982748379628,0.825732653254425,0.9805409423173902,1.1142426603874014
42,0.6700263885615018,0.669908360005382,0.672600338273777,0.6727242649715669,0.6718100223380589,0.6740098544967084,0.841626107927358,1.1112841104291256
43,0.7472989969164917,0.7476972252749003,0.7458883904697864,0.746536293843368,0.7471142973191683,0.7491391402812061,0.9728577890640504,0.8923648125401887
44,0.39680735738657763,0.394777116282189,0.38786289402698254,0.3814535518270364,0.37704395576490685,0.37598533259770156,0.6296775728447394,0.4442558291875781
45,0.8864361997418936,0.8849318016918022,0.8845525479224472,0.8895080722162934,0.893426756896541,0.8928222893865537,1.059097091233059,1.131697695675803
46,0.8875600122788467,0.881720896850821,0.8795786284972666,0.8813287801957181,0.8822460610674332,0.8821403796061047,1.0681278535600167,1.1241179412756324
47,0.96463704975724,0.9627505549721314,0.9604256350966692,0.9590116567877774,0.9594305192028735,0.9587565535037008,1.0186446908699056,1.3196110050494505
48,0.3749623083073767,0.3788441447695092,0.38176198983956694,0.38580713120652455,0.3836480887988154,0.3861017079025621,0.7583902914974086,0.4569949448548203
49,0.9275394511586337,0.9332270906676297,0.9354976222659068,0.9409825244994744,0.938710117230968,0.9369688229328813,1.1110798709491154,1.225839507250171
50,0.9012649054053193,0.896272830284965,0.8931293564223762,0.8925881850420583,0.8943422593368715,0.895262535915764,1.0810445739098182,1.3923657738350794
51,1.0608959344010163,1.0557856463867779,1.0539063624839111,1.0564489773515617,1.050780983413425,1.0501448874122565,1.1715185001708526,1.627966325103857
