,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Linear_w200
0,1.172111820232895,1.1144957892558682,1.0814542465727084,1.064215677975798,1.0699505479837144,1.0559056226485093,1.020775631968707,0.9944316148451366
1,0.9145635663785994,0.9261834788725496,0.9603761247461072,1.002039983073734,1.0278329268038284,1.0076181120132224,0.9128012725455144,0.9175121280752506
2,1.0473169354019851,1.0513934124939357,1.0805607484748314,1.0928523710346463,1.060067872930942,1.056324469644154,0.9973855329295432,0.9864384003719894
3,1.316602202769372,1.1634476343625542,1.1176842622438574,1.073646240765639,1.029959351738892,1.0346750644464486,0.981604925742242,1.0035848059494363
4,1.5127262439904983,1.2011811468114648,1.2176775072492785,1.1766467725034024,1.1591270558985172,1.1530837800899847,0.7371644697932602,0.7594320380324499
5,1.2271000229376006,1.1572177996933297,1.2379523855265748,1.2518021270091952,1.2249123032589795,1.2265611820604991,0.8286501016660011,0.7984581542314214
6,0.5342159004033455,0.631162329776215,0.720053349023528,0.8430973217410672,0.9772781401635121,1.0102497488440416,0.909703375260432,0.9361003343354968
7,0.40399945039503926,0.4952387521960863,0.5773324427196712,0.6988571072846246,0.8601338739103169,0.9587300967229259,1.0970461414693582,1.1040442464348543
8,1.1666235614994047,1.0471005483542366,1.0420979403878616,1.0343775413828245,1.0259337972266007,1.012538587397194,0.7229925303402795,0.7357392668775611
9,1.3096783399530856,1.0783880037577915,1.0945238886347015,1.051239117717243,1.0140287205613852,1.0037362090357114,0.8125442642376788,0.8109394565575206
10,1.5637282692916683,1.1697630855669585,1.1291211264912813,1.078495665139658,1.029108573465866,1.0159140881854651,1.0669143273806154,1.0416725580526498
11,1.5933313072163684,1.2069952798365928,1.2147236486388682,1.1820637008023687,1.1510399972380807,1.1324811175625575,0.6892816545195676,0.6838984844905359
12,1.805827154922174,1.1098439990452722,1.204346212267873,1.1029109006558324,1.040534863250618,1.0308560732167296,0.9177932321991368,0.9016003949362192
13,1.5300883168842565,1.2013215969416529,1.1931070074934071,1.1447777707418623,1.1149233433200216,1.1055494749755812,0.8645207005883135,0.905718160920222
14,1.5164935548975753,1.1182042889791985,1.1621848897717202,1.0966797501890164,1.055153640245618,1.0456072616355754,0.8279633578250707,0.8480028176078979
15,0.7594282966040174,0.7514026295774046,0.8362682026192212,0.9678182872439667,1.110702143865425,1.138711980589503,0.7096994075700798,0.707986976188956
16,0.940642549251932,0.9107611244943836,0.9535598684807942,0.9953782549594662,1.039860182307722,1.0560490298986593,0.9814525597397668,0.9975687070583176
17,1.202232563848651,1.0990557501316085,1.0732997113900193,1.0516362987725756,1.0378404005844377,1.030614061377956,0.9992425181297588,1.0086186066056595
18,1.5233452855833414,1.1378741519321403,1.1782480138703575,1.1043237918091249,1.0633146299227645,1.0489422162116324,0.9223937703988586,0.9119450166752824
19,1.1675468982619341,1.1696966580766193,1.1874942121805518,1.166970663654415,1.1851052360259688,1.1772642233592325,0.9733368589150168,0.9871760026359578
