,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Linear_wAll
0,0.7697467548986118,0.7136230736486566,0.7101743986569371,0.7203369902320299,0.7393870255281888,0.7521589906337905,0.8187522013366774,1.0940722064537156
1,1.528671298352364,1.0838288493146677,1.136195278602446,1.0653918430735345,0.9969001124317459,0.9840686426339433,1.039343793408024,1.5196402502027897
2,1.3183783913899305,1.1592354782266316,1.130467723803885,1.1033162174329096,1.055662398975864,1.0524527104842154,1.0819285879925284,1.7946453489657046
3,1.2283339314211383,1.0826445440669965,1.0663247606125215,1.0352540869937774,0.9993892942548724,0.9849043953156348,1.0076711371238705,1.323370638535671
4,1.5610691460063135,1.1025707215713445,1.074746085789855,0.9955153410580551,0.9267667451990816,0.9171244041049008,1.015908514265761,1.3494781240915137
5,1.4000010794890623,1.08888312288518,1.0649414318703179,1.0224273780200739,0.99669784366782,0.9805907070772245,1.0487547670180946,1.8200706445199024
6,1.1888271888253104,1.0635174036070467,1.0313695068215847,0.9985742801642141,0.9509391205909821,0.9351548791322819,0.9807263152501636,1.413645860728539
7,1.2617340264677475,1.0821465164606487,1.0590030278845302,1.0563107131670748,1.0336411586849548,1.0362774515643984,1.0962357207978388,1.4388155113578622
8,1.1481871507598174,1.0304186794273926,1.0177805502281543,0.996900097057224,1.0101646593366698,1.0238361521019732,1.0651717626739592,1.3486145516975625
9,1.415880244149401,1.1634461476936655,1.125033680638207,1.0878770868059942,1.0529187135113451,1.0302250128217438,1.0499476564392962,1.6214802077282635
10,0.9843412751300546,0.8713344725967442,0.855858921533517,0.8583051027947404,0.8778850668945818,0.8976608272393897,0.973332954083412,1.1262910528519152
11,0.7923035546448215,0.7794699952854155,0.8109844401635105,0.8511659882109192,0.8866933135161436,0.8827160970113053,0.9385910383510108,1.1471835104226635
12,1.0767216836933713,1.0031987970200404,1.0132174694356437,1.025992935705335,1.0190019208164136,1.0138283153668577,0.9858371938453974,2.142156832243586
13,1.117869739971128,1.0602191335581037,1.0337652024214021,1.032452874017352,1.0365780828988786,1.0160882128935915,1.009213436997757,1.39895698845272
14,1.4095963852543771,1.128849892922596,1.0746906142635253,1.0310431685171626,0.9814355522755317,0.9675084420686992,1.0330509215576114,1.3444753913758252
15,1.5988567847233108,1.2676537618322297,1.24732818266767,1.1601525527750292,1.108478487420979,1.0870543882495005,1.2069518419402143,1.4829024634444965
16,1.3783556873806526,1.2536942357930925,1.2487217527472956,1.2128687375940619,1.180620468104117,1.1709062913769892,1.1242346854475094,1.3916486063492544
17,0.7973321113563347,0.7211377769093626,0.7304261886026205,0.7534480853393882,0.7795636911862036,0.7955590217851694,0.8442420057275791,1.0842900477209294
18,1.3122091508642453,1.0728626925001201,1.0794396792053007,1.03217177372991,0.9773980733218498,0.9612898815125155,1.0832709593168928,1.2455901274841086
19,0.9913022184319463,0.9254998310316132,0.9272985528055971,0.9458007753172941,0.9621833384538999,0.9401782054358213,1.0006149459228348,1.289015765323397
20,1.2014107994877232,1.0768825684192476,1.0647367877928586,1.0204330195276796,0.9984252588522896,0.9977203118772753,1.1335907393398654,1.463386451340828
21,1.0817484757909623,0.8386932853161017,0.8558712935420579,0.8256773660371814,0.8040121489607707,0.7990774442844962,0.8815866143658088,1.107171154927753
22,1.2033800241241064,1.1357717449761953,1.08718092247072,1.063260422358912,1.0217284125615964,1.0124898862576692,1.0323654650858358,1.4582837624097893
23,1.3596743815233228,1.0925281268854146,1.1134358708757592,1.0990420992649,1.1029472203472779,1.0894549664105808,1.1234364570837905,1.4153101565490087
24,1.3241978372923224,1.1438071327409822,1.1071818402321996,1.0915988687499738,1.0809019631932502,1.082786636366972,1.1120912057878665,1.476042746806296
25,1.212128480816682,1.1016605833634938,1.060212312279986,1.0214960265825923,0.9680198014885295,0.9573259085170103,1.0809204057501411,1.6182200281769974
26,0.8503144939865164,0.8394114418602048,0.8362897317070846,0.8504808773604496,0.9024410657416374,0.942546769950342,1.0789940708644334,1.3444941293073258
27,1.173950836282666,1.1061650176956597,1.0993584829080838,1.1037973021717447,1.1155559176464078,1.1062418331066048,1.097680823523049,1.414213754448111
28,1.0786851114044083,1.078861125572824,1.0842716994068806,1.0741352232118087,0.9956634281134662,0.989193002494457,1.0464554317362642,1.8156541273553728
29,1.3877639886804114,1.1708726734688384,1.135307520817461,1.0776269337287345,1.0378006387602616,1.0246719669610165,1.059471930609837,1.4475491457580143
30,1.1097568537777334,1.0755222298235279,1.0525361420143988,1.0370808101970712,1.0047799479290882,1.0016534917730817,1.020869561389456,1.2238749500833908
31,1.2365868548908936,0.9633209707201151,0.9636332071465752,0.9103540149361646,0.8934936216968021,0.8851087131860391,0.9596153427307432,1.3051714407964172
32,1.2473964218535074,1.040007981023539,1.034674900858477,0.9920263603017889,0.9496358498802278,0.9451881395983889,0.9949640777758936,1.320764001277949
33,1.3124014673818627,1.1346583890520499,1.1317245354991916,1.1167844757246879,1.1029334357531755,1.1026799625968502,1.092657813942549,1.4674046298137862
34,1.2521601300185452,0.9892507583812475,0.9831767598811176,0.9724935442713394,0.9516981679422575,0.9395475889328095,0.9998024781066308,1.6775166986293906
35,1.385223838919843,1.2174119139395676,1.1723745346747414,1.14578478596732,1.1069439623458097,1.1097725447971811,1.2431801521029588,1.5154478404729266
36,1.2224824748644614,1.0842826361159388,1.0636781791803929,1.0313573804984015,0.9952230303914431,0.9794211229751407,1.0113957636616573,1.2925484109676133
37,0.8630321946006708,0.8025083069058866,0.8078339899876945,0.8354095176753383,0.8685910099475577,0.8832883175421565,0.9725768395909772,1.2835344225820984
38,1.3257695092450195,1.1426116997746512,1.1041692622989383,1.0694319014460085,1.0330662787472016,1.014097519484873,1.0927302455404648,1.689848569892403
39,1.2535505781360852,1.1626016147221696,1.1418275936636864,1.145687625928431,1.061535531690301,1.0491076064611728,1.12379143560466,1.3411831753568129
40,1.396081429588835,1.115866908367725,1.1033273456977344,1.056375164183032,1.0080230666138776,0.99465832180212,1.0174039528521783,1.372393431986483
41,1.315138924641057,1.1982347016624382,1.1110326682617016,1.0724409533815416,1.0453435002906302,1.0320979575624079,1.0883111729792874,1.3967247202086783
42,1.1682870081542402,1.0859264903540886,1.0571072377969433,1.046014608211058,1.0201894105260543,1.0180332180264162,1.0944961375876083,1.3362868508154504
43,1.3109925507370066,1.09569139748077,1.0834454592152012,1.0650878755970943,1.0626362170047838,1.052626979055833,1.073351186113066,1.520671278997207
44,0.8593084281059621,0.797105623337512,0.805290652703161,0.815432752976815,0.8229826449920423,0.8192397938256786,0.8997372367901224,1.3683918809917617
45,1.495885556531834,1.2298502814855792,1.156751058643381,1.1072574963166633,1.066134644641918,1.0476604852450662,1.0564818143564418,1.6852297673442709
46,1.0927109738277812,1.0804088556873397,1.0724678354609198,1.0445658341480026,1.022001182504962,1.0043162886127976,1.041265358723628,1.4117062965319898
47,1.1933644515858348,1.0448115915864473,1.0352867263514096,0.9805525817138289,0.9492809925076999,0.9379945875909441,1.0557404340180012,1.533460513233632
48,1.3447009217214059,1.141871771208449,1.1621778806229488,1.119236767483389,1.0661654270813505,1.0446163967970132,1.09172473286365,1.2450393648564329
49,1.161624832244324,1.040971629165726,1.0201311660274839,1.0070565012275325,0.9930450070714607,0.9859106144550941,0.9991065679242164,1.273010812149577
50,1.309892822020369,1.1554040201448623,1.1029948849998097,1.0641583676891273,1.0415883161117925,1.0309334220172484,1.1202025170430374,1.7532100209432542
51,1.2967124592270578,0.9963308073843365,1.0005998639438372,0.9655155349584215,0.9340893453602436,0.9285069920440316,1.01971865440607,1.407486938110128
52,1.2926846857668073,1.1838915671646626,1.11588345779447,1.095677089326175,1.0602245294852057,1.0396032951582166,1.1116543383271595,1.341751238347644
53,0.8773665406412214,0.8178389988484561,0.8099287030102538,0.8115419068665621,0.8241052112619814,0.8161683774447563,0.9645743727662724,1.4585956823811643
54,1.485198545342386,1.1817575483759255,1.1677909971085432,1.1077308670595036,1.0673443736784696,1.054980885081843,1.0862641767026628,1.3972271141000825
55,0.7556909641552892,0.7555264223432969,0.7675545863299403,0.7846302061898572,0.7945732442568242,0.8097347623683886,0.890010141680046,1.4277153245419725
56,1.3438010639469498,1.1292932022102662,1.1243916707353456,1.0651897398311103,1.0194504869148804,0.9943483743185141,1.0519390082815954,1.3840633721586773
57,0.849254465510282,0.8133089973256852,0.8335074380836779,0.877045723488376,0.9027543204720626,0.9064672247332003,0.9550857411015709,1.26356216481223
58,1.247292560491093,1.0904396638837457,1.049021105929348,1.0018190881981344,0.9632841256990765,0.9517172211150597,1.0473397925506944,1.30373592191366
59,1.0894437685855352,1.0323792837505292,1.0307174692969028,1.0426783464109837,1.0138760855912028,0.9914537617856026,1.0204700080218618,1.303503714337896
60,1.2933467294211523,1.1421687343879756,1.0760672241643694,1.0083703615955935,0.9639840918626771,0.9582903383949777,1.0451570746811072,1.2551032366567776
61,1.24732422476366,1.1335538068335294,1.0894014565376553,1.0520313901881584,1.0201804782013453,1.0131819822191057,1.0565150968037718,1.2441967166471304
62,0.9189484152100839,0.9160470295958459,0.9264433067842933,0.9156373240536309,0.8935695787146825,0.8956938682270631,0.9132078097962966,1.3393898241935278
63,1.4064904519239234,1.063507536010951,1.0442477156349008,0.9797148246680125,0.9296145797505985,0.9220397408201878,0.966311089690731,1.415587468968682
64,1.2654680442346546,1.2136102134806042,1.1724802074472338,1.1067724399973953,1.075936527001565,1.0459853757835524,1.080114886950683,1.5077669980418205
