,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_wAll,Exp_wAll
0,1.1627516427772069,1.1252961663381915,1.0956374791692498,1.0750340099980145,1.0770969698290291,1.060019180537537,1.3163828026093856,1.0902826025124712
1,0.988756380065969,1.0029404443562722,1.0352397619838782,1.0770379269693453,1.1032138394211506,1.0828442477328692,1.1394752000694288,1.055473356569998
2,1.2512276093862225,1.1919814471348134,1.2113627275953378,1.2178527362728044,1.193566230839829,1.192352190003203,1.4146132425188316,1.1558956286329904
3,1.3361562874098984,1.1930940040718356,1.15452888038521,1.108660281150488,1.0623375361812097,1.0654427244061577,1.6050617041442594,1.039539768307746
4,1.5743865973248166,1.2377610010490632,1.2581313183776912,1.2199018215974862,1.2119374034955728,1.2087989828156014,1.00835417108385,0.7238509100431365
5,1.3846742655439674,1.2586158668101157,1.3396144757458037,1.3349647902029695,1.2970460066858867,1.290891579663313,0.865180192557398,0.8736040812632366
6,0.6323258405246237,0.7413092628310604,0.8329375356799342,0.9502437623735913,1.0457615182554965,1.0725268121385465,1.0216705656359104,1.057834985449326
7,0.6259413550968747,0.6465180633391882,0.7076613928682012,0.8071425317103221,0.9444113175982283,1.0303669230346801,1.8359112866701808,1.2031495192435977
8,1.1988284073236462,1.0743246424806892,1.0774838380493994,1.0811855092973843,1.078482571658171,1.0651345838671686,0.874541776661372,0.6885312738838201
9,1.5051717433019365,1.210812106772208,1.234581773058437,1.1814172177603368,1.1374053833706812,1.1276197904872576,0.8188129497909066,0.7189876545144692
10,1.6056047610127733,1.1993705784855349,1.1661979110833072,1.1182611240227758,1.0683791847647186,1.0532024259853394,1.34586991287436,1.118728933932494
11,1.8478246792104445,1.3975220234410817,1.4364143689008122,1.3809730540905116,1.3342284455502094,1.3235541764301777,0.8932218962544123,0.5110826654338948
12,1.8056517469150402,1.1678666678516931,1.2351132283214685,1.1402747691899089,1.075618989331018,1.0678177148141668,1.194218032759431,0.9552498798514408
13,1.6142070052848494,1.2640104873556963,1.262036053812133,1.224432648887337,1.1938566681945952,1.1869163632328652,0.9350498383382876,1.012149853032532
14,1.6005755830896773,1.1861427522781887,1.2247245825677346,1.159981655667924,1.119520458806006,1.1083891936259556,1.457489703611456,0.8962694715342352
15,0.9660211327493532,0.8859485155664452,0.9505595793364244,1.0657109136819896,1.1881084677690523,1.2103738361237077,0.8064491118006414,0.7107376277340626
16,1.155002164093041,1.0264551087621099,1.0843163077017641,1.1120147661915227,1.1423898348146329,1.1549590786089328,1.1584232853020382,0.9252569454724404
17,1.2236001730637611,1.1108745464715502,1.0820703943377155,1.0567587048005476,1.0384313079751697,1.0307704330322134,1.3789789230527216,1.1140642251076782
18,1.6261275048990516,1.2379921510858964,1.2701701229897213,1.1962265034549044,1.1509505803077136,1.1367989864306953,1.0479467970325949,0.9876366657662188
19,1.234450856475808,1.2197874348684346,1.2410339348671586,1.2256943871615855,1.2421231072702419,1.2273871398350877,1.1890085244029438,1.0985456445500412
20,1.3302657257418142,1.1573357684575714,1.2191243035823223,1.229616719585776,1.2949864643440883,1.3016917553837692,0.774890567083648,0.7006989000165537
21,1.6012922150227846,1.2840598692912386,1.2635925222372826,1.2232143355553848,1.18698954497745,1.1804437216646235,1.0439216122619397,0.9463491313824758
22,1.5355255883064933,1.1658248972981706,1.2725590549185677,1.2321408451964728,1.181772902830189,1.1796656695948082,0.6988957101901725,0.5495760431967813
23,1.8682235633150592,1.2248417384033776,1.2228107206240713,1.1141681605811364,1.0678991170631247,1.0617543636706832,1.6668898066357547,1.25962467939419
24,1.5472182037171587,1.3523568491273759,1.339713251236565,1.2783283902598326,1.2646704005333844,1.2565148400447042,1.117485964562914,0.8966354285996435
25,1.7006376740247628,1.3482630370390323,1.2693881026453877,1.2264388662252532,1.1674692711341403,1.1629981125207074,1.0406933604304192,0.9393271147465244
26,1.8110724886565108,1.1114606556735702,1.2860255415210817,1.1840053221471294,1.0990188126539402,1.0981822038457916,1.2939330447087207,1.0384411417470252
27,1.6824485781040261,1.405970693744812,1.4600804838382866,1.4096513697552955,1.3689351882968772,1.349984709667672,0.6366826514301515,0.4832612207825942
28,1.4445362257047403,1.059505906718993,1.1112490764923213,1.0536188003583202,1.0272169832590883,1.0153256974231373,1.4189660693673505,1.1511453643108869
29,1.0066828909781746,1.0423756572190899,1.0681930430562379,1.0910129989846504,1.0702394211892805,1.0460815976060922,1.4282799101773778,1.2219188143157838
30,1.3421227580047574,1.191525487001197,1.2120975092449908,1.2155153805401417,1.2133605653373,1.2055929478417855,1.8852790643665365,0.746487879151146
