,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_w200,Exp_wAll
125,1.1950566628926929,1.0269541805781774,0.9846174108511343,0.935056232600408,0.9023190072777584,0.890718662047154,0.9495669639680452,0.9493515630063024
126,1.2900321444831675,1.1156227034615234,1.0920649490579248,1.0464998442554632,1.0321342549409676,1.0130677966989274,1.0458684105537168,1.145090559648394
127,1.1856566461259181,1.1047133397574909,1.075373404541485,1.044663298553794,1.0075273637204476,1.0142530092365025,1.092811540723988,1.190037790919708
128,0.5585578387269471,0.6031835579146009,0.650458879144797,0.7050925231372005,0.7501358352113217,0.7735245317476632,0.8539636343981486,0.8230469184993346
129,0.597471810975125,0.6457208536185421,0.7099332908739412,0.7951275304275787,0.8727720385126538,0.8998090902656782,1.2013090063318992,1.0108814638267425
130,1.2259262947516756,0.9771876393904816,0.9070798874726579,0.8600997055763557,0.8078886681734269,0.7928683044117831,0.883190070824601,0.8647182640293439
131,0.6471295740370754,0.42749278895527737,0.428528591535026,0.3989548517533649,0.37943216636466115,0.37338159766211604,0.6220455084542346,0.420916118091486
132,0.6413667662577538,0.6051128791069825,0.6236736886790558,0.6470202896292792,0.7239289572585894,0.7901837092255118,1.0405667734781696,0.8125803111010924
133,1.3564738641093395,1.1772740894449705,1.1631342796266426,1.14953169511296,1.1261627295870926,1.1052152305582423,1.2098638271510054,1.1698056498122156
134,1.0484415367545263,0.8570380669364418,0.8448130252745889,0.8175289598407096,0.7912692112573302,0.7865513538049477,0.9240042890375004,0.851821837827083
135,0.9754123461637928,0.8055219370150453,0.7581467168213798,0.7252492373904694,0.696889080172193,0.6875864835425841,0.7502693001362407,0.7579849558459817
136,1.3883164612120558,1.10636295531661,1.0553577932157299,1.0240318802035637,0.9813381647387663,0.959142288687191,1.0155586650010089,1.0894098599979076
137,1.4840753647900338,1.2151355546961744,1.1673769892962427,1.1149786398474129,1.070230514084039,1.057619502873222,1.0951968282764697,1.1731992374717912
138,0.8928300756300532,0.7058871883089124,0.7229469447893344,0.6985721577267088,0.678053833487071,0.6717901071414428,0.851434568181689,0.7210784491295021
139,0.9518218891892356,0.9622685953163314,0.9511386451464592,0.952708074083324,0.9548635274673992,0.9755976782140751,0.9743479615569648,1.0223876458419066
140,0.7053990183073985,0.7215655572231419,0.776369180250292,0.8510749992506911,0.9344333803944376,0.936156278771848,0.970309014975134,0.8649670240970252
141,1.1940984700429351,0.9638495624876642,0.9677895628166466,0.9471835758702021,0.9211739335503716,0.9125795828919293,1.1199909711152,1.0877709993207292
142,0.2685537977540365,0.32727429738806973,0.37662604006098277,0.46109956026438287,0.6009299428983481,0.6654207181462708,0.8747224919856267,0.6138683914918918
143,1.3283072411379069,1.1355421431216883,1.1189713033857527,1.0904121631555028,1.0417656342816357,1.0224766917969375,1.1039036165678997,1.1677651034299006
144,0.7497131710993258,0.7728882760701892,0.8070343157974771,0.8398110380860041,0.8761360817709091,0.9377026984212319,0.9731752281526758,0.9345005803293724
145,0.4044711549855099,0.4521215358687665,0.4907631792686567,0.5444222064206623,0.5705075273146158,0.560563264723187,0.7462410963949098,0.6015802873631965
146,0.678172661555942,0.5545647006385999,0.5586116698371686,0.5232726938558842,0.5196598718489529,0.516933679299294,0.6669364843779337,0.5924218655956586
147,0.9505853516636582,0.7166929244986654,0.72532837245739,0.6865198329032746,0.6661358125641225,0.6577715079885234,0.7898026712578243,0.6936335325862563
148,1.063274290928256,0.9969220888513025,0.9572496440651914,0.9338625020147249,0.9336273234080362,0.9241444325097902,0.9741937876253016,1.069957687450657
