,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Exp_w200,Exp_wAll
1147,1.0172895154930066,1.0146283363594164,1.0124657796686791,1.009622397287165,1.0085877674826116,1.0090792707407905,1.0634484441330958,1.1697962658467942
1148,0.88545633570834,0.8740450355564128,0.8750481690546623,0.872063316080095,0.871684498217136,0.8706767683137738,0.8934002147612788,0.987374085934144
1149,1.0631774569829313,1.0630470642525767,1.0631442404292633,1.0636674020780132,1.0632171128578491,1.0633152637044012,1.0903576480621435,1.171461881238805
1150,0.9640969956056421,0.9636978994644817,0.9618016569700784,0.9621170629914572,0.9638036759373961,0.962955321862728,1.030412894382789,1.0967006777464947
1151,1.0320557142143536,1.0307608442112224,1.0295488701855815,1.0295866620068925,1.0283127871637237,1.0282626951272522,1.0690720417534756,1.1834595912779646
1152,0.9943378793639079,0.9956727534100002,0.9951534178133605,0.9942083163666683,0.9943324759326034,0.9940793289216799,1.0553677828065462,1.1352955435402377
1153,0.9681015890516541,0.9651685119722204,0.9648674289043672,0.9649869548526963,0.9662558866164005,0.9660066974757939,1.0240907404261208,1.1074605854802149
1154,1.312252618933676,1.3105101202066396,1.3121021702657836,1.312427472172433,1.3128172938366502,1.3124387145465646,1.309910542226728,1.4459446510659828
1155,0.8870105955640403,0.892166167492858,0.8913797465266746,0.8914467653530974,0.893482709363279,0.8930052906204903,0.9810381206120616,0.9330909405381532
1156,1.327968635008919,1.324863754856033,1.3255232820167508,1.325606264417737,1.326013304044234,1.3269471448645043,1.4055128487995747,1.4456475855222282
1157,0.9956878353643462,0.9922078554642578,0.9924833858745449,0.9926534281323013,0.9932424743670232,0.9942143754370351,1.0664779143946357,1.0752001603695036
1158,0.9998681059121917,0.9917872929509937,0.988003064332472,0.9865067611342666,0.9851165989367021,0.984118369892667,1.0143237146837127,1.109434588262406
1159,1.0983004990336904,1.102253648712657,1.0979184217798643,1.0991545951281612,1.0960361534415894,1.097391431329237,1.232417790833101,1.23033528362848
1160,0.86500611777124,0.8635263769302393,0.8609296350858248,0.8602949438888244,0.8595079428037863,0.8589909768604335,0.9553591222642416,0.9651289424659566
1161,1.004704746714139,1.0075041483626563,1.0080349783854414,1.0071098878877751,1.0070845025981903,1.0077389550266278,1.1457546494116024,1.104605841223791
1162,1.0960023746893919,1.095790336167796,1.095451668447844,1.0982962812351225,1.100742972203448,1.1013962544892668,1.123262503204058,1.2720022125382509
1163,0.9854202906152435,0.9835057214429258,0.9852293598772551,0.9853073526752085,0.9893426992270264,0.9907394480181078,1.062068701910788,1.0809533009876393
1164,1.007717223777086,1.0104649015473706,1.0035453932123624,1.0030638725405918,1.0058698331848444,1.0062513078401547,1.08432691143296,1.1806978398204555
1165,1.0276383615412814,1.0254158071904431,1.0280409603009992,1.0290907420404092,1.0272925100240002,1.027957487896925,1.1214112582038105,1.197451847281789
1166,1.024337799408063,1.0225635295457804,1.0223985073212405,1.0216419201514073,1.0213985120821705,1.0208766967342795,1.0640779788333687,1.1362204299128076
1167,0.795334707427821,0.8027640071169876,0.8066234479233736,0.8059983651585884,0.8089431273588081,0.8092363538440818,0.933572814963224,0.921316523432848
1168,0.7050697724620048,0.7079177381806806,0.709599042819045,0.7174140984284363,0.7206777121477623,0.719480914048455,0.9461027515760548,0.8630407890218376
1169,1.0366265685738787,1.0364479763212535,1.033909807499107,1.0339689470235833,1.0338536238882923,1.0340715210672855,1.0658153751097683,1.1366388195567811
1170,1.4299609059954241,1.431306620270521,1.4319291566179315,1.4315587293504417,1.433851799586228,1.435977349827504,1.3830753034304013,1.6410661843842715
1171,0.8347004574998377,0.8384056894174264,0.839330648634385,0.8394289791418,0.8409237974219608,0.8397397650126561,1.124230629636582,0.8596123292974266
1172,1.0587017788925837,1.0610477726540595,1.0618582536280052,1.0622668801210742,1.0623827986900065,1.0623700906423603,1.1025457252084072,1.1788328497176748
1173,1.0571861433127485,1.0539538372285677,1.0514438721746437,1.0507434986846202,1.050823272374578,1.050997051015385,1.0983663025579522,1.121531370203138
1174,1.1542680190654033,1.1501832338128113,1.1514576706351556,1.1544534788947929,1.153908783798406,1.1537701420787712,1.2047427574594491,1.246879129306099
1175,1.1533609899320012,1.1481474633000384,1.150764602454351,1.1484544878305425,1.1471012957210374,1.146329854641623,1.176728594790079,1.3110450007698748
1176,1.0784234314275118,1.0824973420131614,1.0810408822691213,1.0849074647046295,1.0842924148748085,1.08398753317412,1.1438204050233078,1.2183993214705635
1177,1.0123958352544893,1.0060631098412967,1.0015964802467177,1.001375574454346,1.0011155058027457,1.0005899440240444,1.0570371956195534,1.1787756358637065
1178,1.0882502946987505,1.0829100346510234,1.0825091329794652,1.0812585178694902,1.0812450761101842,1.0811239705573519,1.130087723287836,1.2404983207162157
1179,0.975563112368084,0.9778488444204224,0.975765809979411,0.9767615287332765,0.9801754368532056,0.9807871131671936,1.020964116467908,1.0977682781543192
1180,1.021406964848872,1.0060650829743056,1.0084547758111242,1.0074237374532728,1.0086674513247373,1.008254614911456,1.0286373517614436,1.144492004841576
1181,0.994291918261543,0.9963615052100294,0.9954453886939181,0.9948617820208394,0.994734019556719,0.9945170059856709,1.0982573433250138,1.112670076909071
1182,1.0285604588913766,1.0208486801435814,1.0189603765485473,1.0204247774611301,1.01950836536745,1.0196946585792843,1.0683377808219805,1.161472832042297
1183,0.9805292308260063,0.9827649691063642,0.9827381992980608,0.9847127260999065,0.9848348906485712,0.9849946603167116,1.102800506417864,1.093658890707384
1184,1.0286952988444333,1.0266048749015446,1.0288167729817903,1.0319268639533818,1.0327011690774428,1.032641808204826,1.0665530467408115,1.1762129820242786
1185,0.9990666492880532,0.9950310772257146,0.9955947392327996,0.9975764750545609,0.9988262412163847,0.9991566865108787,1.0391517567177693,1.1454269867207698
1186,0.9626641456339282,0.9594249307231011,0.9575928327318003,0.9557889928853489,0.9564191967418212,0.956321053037142,0.9874139344130252,1.073111817161412
1187,1.0946192512029358,1.0719413444284123,1.0729442188678378,1.0733926955792543,1.0711979118655173,1.0748284878167569,1.3076878600751087,1.1994697956437002
1188,0.9458101891955252,0.9496886378012902,0.9487694935022967,0.9485284824741882,0.9480075942158367,0.9470027456588567,1.0149971632102843,1.0392014669084464
