,window_size_1_RMSE,window_size_2_RMSE,window_size_3_RMSE,window_size_5_RMSE,window_size_10_RMSE,window_size_15_RMSE,Plain_w200,Linear_wAll
0,0.8290904891984682,0.737815170093185,0.7248093901793128,0.7371079037370788,0.7650950063603933,0.779626380787122,0.8270962595152771,0.9901140664989876
1,1.1645971707272231,1.0343373604088255,1.1119129025455579,1.0942084050540029,1.074013454900152,1.077890595132474,1.0264039456941427,1.2093975598703093
2,0.49780086187135897,0.46378494193484954,0.48867503795722933,0.5303404973210599,0.6064504259760646,0.6400163021885213,0.7836572884936485,0.6140859309313625
3,1.1186161909692625,0.9827677703907322,0.9561145298310941,0.934585036059882,0.909510071245581,0.8948167916412829,0.9878895623969264,1.231498216836228
4,1.3949736989436488,1.1567841468212832,1.1577163188450224,1.1051508308557336,1.0581646363830428,1.0529283379259933,1.09944405727202,1.3898596041178026
5,0.7769351816020357,0.783327996017452,0.8384906540888748,0.9001963473536795,0.9342014669510736,0.9472701968435018,0.8754352668941308,0.9465884716993392
6,0.7435320211812437,0.7231969325077962,0.72790747829265,0.7501231366317848,0.7857343931272642,0.7958459986861799,0.8346640945788173,0.9602397377056896
7,0.3082022336899951,0.24339704087302486,0.2434333069106257,0.2321794621809696,0.22705889286374575,0.22436198263926616,0.5017736184250339,0.2551364982233534
8,1.245415058896933,1.1214989182105912,1.0865869423005807,1.0392897701751718,0.9953146431056337,0.9890217717969426,1.0224181593040107,1.2521777534627463
9,1.0926131100486065,0.9492550206178987,0.9145912189206816,0.8848058781051993,0.8657478224096804,0.8571809432581874,0.970560774555278,1.1546323953967528
10,1.159647817316523,1.0664276213923234,1.0449482663319003,1.0049461918596636,0.9739837564077427,0.9713963244951354,1.0312915604191346,1.314066229298839
11,1.1921891244154168,1.0148772992810957,1.008060375233019,1.0203047197296904,1.0055859243536356,1.010682556652727,1.0442894235983815,1.4941452106225095
12,1.1789741693432312,0.9920192282722393,0.9799528588423281,0.9478150540834414,0.9090803477195636,0.8994190074963768,0.9781035013519126,1.2072718444835102
13,1.0771003346918793,0.9209319583721226,0.9379273320182558,0.9277825676121568,0.9153560902153997,0.9141854293918464,1.0180548727849053,1.2186889815357274
